task_id,Unnamed: 0,parents,job_id,instances_num,task_type,status,start_time,end_time,cpu,memory,duration,submit_time,disk,EST,EFT,MET,LFT,AST,VmId,ru,children,initial_EST,initial_EFT,initial_MET,initial_LFT,rankScore
ID00000_0,0,"['ID00004', 'ID00009', 'ID00007']",ID00000,1,CyberShake,Terminated,0,100000000000,1,138,1,0,0,16,18,2,19.0,1000.0,9,3.0,[],15,18,3,1000.0,28
ID00000_1,1,"['ID00004', 'ID00009', 'ID00007']",ID00000,1,CyberShake,Terminated,0,100000000000,1,229,1,0,0,16,19,3,19.0,1000.0,8,5.0,[],15,20,5,1000.0,27
ID00000_2,2,"['ID00004', 'ID00009', 'ID00007']",ID00000,1,CyberShake,Terminated,0,100000000000,1,75,1,0,0,16,17,1,19.0,1000.0,10,2.0,[],15,17,2,1000.0,29
ID00000_3,3,"['ID00004', 'ID00009', 'ID00007']",ID00000,1,CyberShake,Terminated,0,100000000000,1,22,1,0,0,16,17,1,19.0,1000.0,4,1.0,[],15,16,1,1000.0,30
ID00001_0,4,"['ID00006', 'ID00003', 'ID00008']",ID00001,1,CyberShake,Terminated,0,100000000000,1,55,1,0,0,11,13,2,19.0,1000.0,4,2.0,[],11,13,2,1000.0,24
ID00001_1,5,"['ID00006', 'ID00003', 'ID00008']",ID00001,1,CyberShake,Terminated,0,100000000000,1,298,1,0,0,11,15,4,19.0,1000.0,10,7.0,[],11,18,7,1000.0,23
ID00001_2,6,"['ID00006', 'ID00003', 'ID00008']",ID00001,1,CyberShake,Terminated,0,100000000000,1,202,1,0,0,12,15,3,19.0,1000.0,11,5.0,[],11,16,5,1000.0,26
ID00001_3,7,"['ID00006', 'ID00003', 'ID00008']",ID00001,1,CyberShake,Terminated,0,100000000000,1,2,1,0,0,11,12,1,19.0,1000.0,1,1.0,[],11,12,1,1000.0,25
ID00002_0,8,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,416,1,0,0,0,11,11,19.0,1000.0,5,9.0,[],0,9,9,1000.0,6
ID00002_1,9,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,258,1,0,0,0,13,13,19.0,1000.0,0,6.0,[],0,6,6,1000.0,8
ID00002_2,10,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,27,1,0,0,10,11,1,19.0,1000.0,7,1.0,[],0,1,1,1000.0,20
ID00002_3,11,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,284,1,0,0,0,8,8,19.0,1000.0,7,7.0,[],0,7,7,1000.0,7
ID00002_4,12,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,199,1,0,0,0,10,10,19.0,1000.0,2,5.0,[],0,5,5,1000.0,9
ID00002_5,13,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,304,1,0,0,5,13,8,19.0,1000.0,6,7.0,[],0,7,7,1000.0,18
ID00002_6,14,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,213,1,0,0,0,11,11,19.0,1000.0,1,5.0,[],0,5,5,1000.0,10
ID00003_0,15,[],ID00003,1,CyberShake,Terminated,0,100000000000,1,213,1,0,0,0,3,3,16.0,1000.0,10,19.0,"['ID00001_0', 'ID00001_1', 'ID00001_2', 'ID00001_3', 'ID00004_0', 'ID00004_1']",0,5,5,986.0,3
ID00003_1,16,[],ID00003,1,CyberShake,Terminated,0,100000000000,1,55,1,0,0,0,2,2,17.0,1000.0,4,16.0,"['ID00001_0', 'ID00001_1', 'ID00001_2', 'ID00001_3', 'ID00004_0', 'ID00004_1']",0,2,2,986.0,5
ID00004_0,17,['ID00003'],ID00004,1,CyberShake,Terminated,0,100000000000,1,419,1,0,0,5,11,6,13.0,1000.0,10,14.0,"['ID00000_0', 'ID00000_1', 'ID00000_2', 'ID00000_3']",5,14,9,995.0,15
ID00004_1,18,['ID00003'],ID00004,1,CyberShake,Terminated,0,100000000000,1,138,1,0,0,5,9,4,15.0,1000.0,4,8.0,"['ID00000_0', 'ID00000_1', 'ID00000_2', 'ID00000_3']",5,8,3,995.0,17
ID00005_0,19,[],ID00005,1,CyberShake,Terminated,0,100000000000,1,198,1,0,0,0,10,10,19.0,1000.0,3,5.0,[],0,5,5,1000.0,11
ID00005_1,20,[],ID00005,1,CyberShake,Terminated,0,100000000000,1,489,1,0,0,5,12,7,19.0,1000.0,11,11.0,[],0,11,11,1000.0,16
ID00005_2,21,[],ID00005,1,CyberShake,Terminated,0,100000000000,1,49,1,0,0,8,10,2,19.0,1000.0,7,2.0,[],0,2,2,1000.0,19
ID00006_0,22,[],ID00006,1,CyberShake,Terminated,0,100000000000,1,471,1,0,0,0,6,6,13.0,1000.0,8,21.0,"['ID00001_0', 'ID00001_1', 'ID00001_2', 'ID00001_3', 'ID00007_0', 'ID00007_1']",0,11,11,990.0,1
ID00006_1,23,[],ID00006,1,CyberShake,Terminated,0,100000000000,1,298,1,0,0,1,5,4,15.0,1000.0,11,17.0,"['ID00001_0', 'ID00001_1', 'ID00001_2', 'ID00001_3', 'ID00007_0', 'ID00007_1']",0,7,7,990.0,12
ID00007_0,24,['ID00006'],ID00007,1,CyberShake,Terminated,0,100000000000,1,186,1,0,0,11,14,3,16.0,1000.0,9,9.0,"['ID00000_0', 'ID00000_1', 'ID00000_2', 'ID00000_3']",11,15,4,995.0,22
ID00007_1,25,['ID00006'],ID00007,1,CyberShake,Terminated,0,100000000000,1,229,1,0,0,11,14,3,16.0,1000.0,8,10.0,"['ID00000_0', 'ID00000_1', 'ID00000_2', 'ID00000_3']",11,16,5,995.0,21
ID00008_0,26,[],ID00008,1,CyberShake,Terminated,0,100000000000,1,49,1,0,0,0,1,1,18.0,1000.0,11,18.0,"['ID00001_0', 'ID00001_1', 'ID00001_2', 'ID00001_3', 'ID00009_0', 'ID00009_1']",0,2,2,984.0,4
ID00008_1,27,[],ID00008,1,CyberShake,Terminated,0,100000000000,1,202,1,0,0,0,3,3,16.0,1000.0,9,21.0,"['ID00001_0', 'ID00001_1', 'ID00001_2', 'ID00001_3', 'ID00009_0', 'ID00009_1']",0,5,5,984.0,2
