task_id,Unnamed: 0,parents,job_id,instances_num,task_type,status,start_time,end_time,cpu,memory,duration,submit_time,disk,EST,EFT,MET,LFT,AST,VmId,ru,children,initial_EST,initial_EFT,initial_MET,initial_LFT,rankScore
ID00000_0,0,[],ID00000,1,Genome,Terminated,0,100000000000,1,368,1,0,0,0,5,5,92.0,1000.0,8,125.0,"['ID00001_0', 'ID00001_1', 'ID00001_2']",0,8,8,883.0,1
ID00000_1,1,[],ID00000,1,Genome,Terminated,0,100000000000,1,368,1,0,0,0,5,5,92.0,1000.0,9,125.0,"['ID00001_0', 'ID00001_1', 'ID00001_2']",0,8,8,883.0,2
ID00001_0,2,['ID00000'],ID00001,1,Genome,Terminated,0,100000000000,1,368,1,0,0,8,13,5,95.0,1000.0,8,117.0,"['ID00002_0', 'ID00002_1']",8,16,8,891.0,3
ID00001_1,3,['ID00000'],ID00001,1,Genome,Terminated,0,100000000000,1,192,1,0,0,8,11,3,97.0,1000.0,9,114.0,"['ID00002_0', 'ID00002_1']",8,13,5,891.0,4
ID00001_2,4,['ID00000'],ID00001,1,Genome,Terminated,0,100000000000,1,176,1,0,0,8,11,3,97.0,1000.0,10,113.0,"['ID00002_0', 'ID00002_1']",8,12,4,891.0,5
ID00002_0,5,['ID00001'],ID00002,1,Genome,Terminated,0,100000000000,1,192,1,0,0,16,19,3,100.0,1000.0,8,109.0,"['ID00003_0', 'ID00003_1']",16,21,5,896.0,6
ID00002_1,6,['ID00001'],ID00002,1,Genome,Terminated,0,100000000000,1,205,1,0,0,16,19,3,100.0,1000.0,9,109.0,"['ID00003_0', 'ID00003_1']",16,21,5,896.0,7
ID00003_0,7,['ID00002'],ID00003,1,Genome,Terminated,0,100000000000,1,205,1,0,0,21,24,3,101.0,1000.0,8,104.0,"['ID00004_0', 'ID00004_1', 'ID00004_2']",21,26,5,901.0,8
ID00003_1,8,['ID00002'],ID00003,1,Genome,Terminated,0,100000000000,1,45,1,0,0,21,22,1,103.0,1000.0,9,100.0,"['ID00004_0', 'ID00004_1', 'ID00004_2']",21,22,1,901.0,9
ID00004_0,9,['ID00003'],ID00004,1,Genome,Terminated,0,100000000000,1,2197,1,0,0,26,54,28,77.0,1000.0,8,99.0,"['ID00005_0', 'ID00005_1', 'ID00005_2', 'ID00005_3']",26,74,48,949.0,10
ID00004_1,10,['ID00003'],ID00004,1,Genome,Terminated,0,100000000000,1,45,1,0,0,26,27,1,104.0,1000.0,10,52.0,"['ID00005_0', 'ID00005_1', 'ID00005_2', 'ID00005_3']",26,27,1,949.0,12
ID00004_2,11,['ID00003'],ID00004,1,Genome,Terminated,0,100000000000,1,48,1,0,0,26,27,1,104.0,1000.0,9,53.0,"['ID00005_0', 'ID00005_1', 'ID00005_2', 'ID00005_3']",26,28,2,949.0,11
ID00005_0,12,['ID00004'],ID00005,1,Genome,Terminated,0,100000000000,1,48,1,0,0,74,75,1,104.0,1000.0,8,51.0,"['ID00006_0', 'ID00006_1']",74,76,2,951.0,13
ID00005_1,13,['ID00004'],ID00005,1,Genome,Terminated,0,100000000000,1,45,1,0,0,74,75,1,104.0,1000.0,9,50.0,"['ID00006_0', 'ID00006_1']",74,75,1,951.0,14
ID00005_2,14,['ID00004'],ID00005,1,Genome,Terminated,0,100000000000,1,2,1,0,0,74,75,1,104.0,1000.0,0,50.0,"['ID00006_0', 'ID00006_1']",74,75,1,951.0,15
ID00005_3,15,['ID00004'],ID00005,1,Genome,Terminated,0,100000000000,1,0,1,0,0,74,74,0,105.0,1000.0,1,49.0,"['ID00006_0', 'ID00006_1']",74,74,0,951.0,16
ID00006_0,16,['ID00005'],ID00006,1,Genome,Terminated,0,100000000000,1,45,1,0,0,76,77,1,104.0,1000.0,8,49.0,"['ID00007_0', 'ID00007_1', 'ID00007_2']",76,77,1,952.0,17
ID00006_1,17,['ID00005'],ID00006,1,Genome,Terminated,0,100000000000,1,0,1,0,0,76,76,0,105.0,1000.0,0,48.0,"['ID00007_0', 'ID00007_1', 'ID00007_2']",76,76,0,952.0,18
ID00007_0,18,['ID00006'],ID00007,1,Genome,Terminated,0,100000000000,1,2197,1,0,0,77,105,28,105.0,1000.0,8,48.0,[],77,125,48,1000.0,19
ID00007_1,19,['ID00006'],ID00007,1,Genome,Terminated,0,100000000000,1,0,1,0,0,77,77,0,105.0,1000.0,0,0.0,[],77,77,0,1000.0,20
ID00007_2,20,['ID00006'],ID00007,1,Genome,Terminated,0,100000000000,1,0,1,0,0,77,77,0,105.0,1000.0,0,0.0,[],77,77,0,1000.0,21
