task_id,Unnamed: 0,parents,job_id,instances_num,task_type,status,start_time,end_time,cpu,memory,duration,submit_time,disk,EST,EFT,MET,LFT,AST,VmId,ru,children,initial_EST,initial_EFT,initial_MET,initial_LFT,rankScore
ID00000_0,0,[],ID00000,1,Genome,Terminated,0,100000000000,1,374,1,0,0,0,5,5,46.0,1000.0,8,66.0,"['ID00001_0', 'ID00001_1', 'ID00001_2']",0,9,9,943.0,1
ID00000_1,1,[],ID00000,1,Genome,Terminated,0,100000000000,1,374,1,0,0,0,5,5,46.0,1000.0,9,66.0,"['ID00001_0', 'ID00001_1', 'ID00001_2']",0,9,9,943.0,2
ID00001_0,2,['ID00000'],ID00001,1,Genome,Terminated,0,100000000000,1,374,1,0,0,9,14,5,49.0,1000.0,8,57.0,"['ID00002_0', 'ID00002_1']",9,18,9,952.0,3
ID00001_1,3,['ID00000'],ID00001,1,Genome,Terminated,0,100000000000,1,192,1,0,0,9,12,3,51.0,1000.0,9,53.0,"['ID00002_0', 'ID00002_1']",9,14,5,952.0,4
ID00001_2,4,['ID00000'],ID00001,1,Genome,Terminated,0,100000000000,1,182,1,0,0,9,12,3,51.0,1000.0,10,52.0,"['ID00002_0', 'ID00002_1']",9,13,4,952.0,5
ID00002_0,5,['ID00001'],ID00002,1,Genome,Terminated,0,100000000000,1,192,1,0,0,18,21,3,53.0,1000.0,8,48.0,"['ID00003_0', 'ID00003_1']",18,23,5,957.0,6
ID00002_1,6,['ID00001'],ID00002,1,Genome,Terminated,0,100000000000,1,101,1,0,0,18,20,2,54.0,1000.0,9,46.0,"['ID00003_0', 'ID00003_1']",18,21,3,957.0,7
ID00003_0,7,['ID00002'],ID00003,1,Genome,Terminated,0,100000000000,1,101,1,0,0,23,25,2,55.0,1000.0,8,43.0,"['ID00004_0', 'ID00004_1', 'ID00004_2']",23,26,3,960.0,8
ID00003_1,8,['ID00002'],ID00003,1,Genome,Terminated,0,100000000000,1,23,1,0,0,23,24,1,56.0,1000.0,4,41.0,"['ID00004_0', 'ID00004_1', 'ID00004_2']",23,24,1,960.0,9
ID00004_0,9,['ID00003'],ID00004,1,Genome,Terminated,0,100000000000,1,845,1,0,0,26,37,11,47.0,1000.0,8,40.0,"['ID00005_0', 'ID00005_1', 'ID00005_2', 'ID00005_3']",26,45,19,979.0,10
ID00004_1,10,['ID00003'],ID00004,1,Genome,Terminated,0,100000000000,1,23,1,0,0,26,27,1,57.0,1000.0,4,22.0,"['ID00005_0', 'ID00005_1', 'ID00005_2', 'ID00005_3']",26,27,1,979.0,11
ID00004_2,11,['ID00003'],ID00004,1,Genome,Terminated,0,100000000000,1,25,1,0,0,26,27,1,57.0,1000.0,5,22.0,"['ID00005_0', 'ID00005_1', 'ID00005_2', 'ID00005_3']",26,27,1,979.0,12
ID00005_0,12,['ID00004'],ID00005,1,Genome,Terminated,0,100000000000,1,25,1,0,0,45,46,1,57.0,1000.0,4,21.0,"['ID00006_0', 'ID00006_1']",45,46,1,980.0,13
ID00005_1,13,['ID00004'],ID00005,1,Genome,Terminated,0,100000000000,1,23,1,0,0,45,46,1,57.0,1000.0,5,21.0,"['ID00006_0', 'ID00006_1']",45,46,1,980.0,14
ID00005_2,14,['ID00004'],ID00005,1,Genome,Terminated,0,100000000000,1,1,1,0,0,45,46,1,57.0,1000.0,0,21.0,"['ID00006_0', 'ID00006_1']",45,46,1,980.0,15
ID00005_3,15,['ID00004'],ID00005,1,Genome,Terminated,0,100000000000,1,0,1,0,0,45,45,0,58.0,1000.0,1,20.0,"['ID00006_0', 'ID00006_1']",45,45,0,980.0,16
ID00006_0,16,['ID00005'],ID00006,1,Genome,Terminated,0,100000000000,1,23,1,0,0,46,47,1,57.0,1000.0,4,20.0,"['ID00007_0', 'ID00007_1', 'ID00007_2']",46,47,1,981.0,17
ID00006_1,17,['ID00005'],ID00006,1,Genome,Terminated,0,100000000000,1,0,1,0,0,46,46,0,58.0,1000.0,0,19.0,"['ID00007_0', 'ID00007_1', 'ID00007_2']",46,46,0,981.0,18
ID00007_0,18,['ID00006'],ID00007,1,Genome,Terminated,0,100000000000,1,845,1,0,0,47,58,11,58.0,1000.0,8,19.0,[],47,66,19,1000.0,19
ID00007_1,19,['ID00006'],ID00007,1,Genome,Terminated,0,100000000000,1,0,1,0,0,47,47,0,58.0,1000.0,0,0.0,[],47,47,0,1000.0,20
ID00007_2,20,['ID00006'],ID00007,1,Genome,Terminated,0,100000000000,1,0,1,0,0,47,47,0,58.0,1000.0,0,0.0,[],47,47,0,1000.0,21
