task_id,Unnamed: 0,parents,job_id,instances_num,task_type,status,start_time,end_time,cpu,memory,duration,submit_time,disk,EST,EFT,MET,LFT,AST,VmId,ru,children,initial_EST,initial_EFT,initial_MET,initial_LFT,rankScore
ID00000_0,0,"['ID00004', 'ID00009', 'ID00007']",ID00000,1,CyberShake,Terminated,0,100000000000,1,175,1,0,0,24.075,26.2625,2.1875,34.174999999999955,1000.0,9,3.75,[],33.40714285714286,37.15714285714286,3.75,1000.0,24
ID00000_1,1,"['ID00004', 'ID00009', 'ID00007']",ID00000,1,CyberShake,Terminated,0,100000000000,1,808,1,0,0,24.075,34.175,10.1,34.174999999999955,1000.0,8,17.314285714285717,[],33.40714285714286,50.721428571428575,17.314285714285717,1000.0,16
ID00000_2,2,"['ID00004', 'ID00009', 'ID00007']",ID00000,1,CyberShake,Terminated,0,100000000000,1,93,1,0,0,24.075,26.4,2.325,34.174999999999955,1000.0,4,1.9928571428571429,[],33.40714285714286,35.4,1.9928571428571429,1000.0,25
ID00000_3,3,"['ID00004', 'ID00009', 'ID00007']",ID00000,1,CyberShake,Terminated,0,100000000000,1,0,1,0,0,24.075,24.075,0.0,34.174999999999955,1000.0,0,0.0,[],33.40714285714286,33.40714285714286,0.0,1000.0,28
ID00001_0,4,"['ID00006', 'ID00003', 'ID00008']",ID00001,1,CyberShake,Terminated,0,100000000000,1,653,1,0,0,14.325,30.65,16.325,34.174999999999955,1000.0,6,13.992857142857144,[],19.242857142857144,33.23571428571429,13.992857142857144,1000.0,18
ID00001_1,5,"['ID00006', 'ID00003', 'ID00008']",ID00001,1,CyberShake,Terminated,0,100000000000,1,1015,1,0,0,14.325,27.0125,12.6875,34.174999999999955,1000.0,10,21.75,[],19.242857142857144,40.99285714285715,21.75,1000.0,10
ID00001_2,6,"['ID00006', 'ID00003', 'ID00008']",ID00001,1,CyberShake,Terminated,0,100000000000,1,573,1,0,0,14.325,28.65,14.325,34.174999999999955,1000.0,5,12.278571428571428,[],19.242857142857144,31.521428571428572,12.278571428571428,1000.0,21
ID00001_3,7,"['ID00006', 'ID00003', 'ID00008']",ID00001,1,CyberShake,Terminated,0,100000000000,1,6,1,0,0,14.325,14.625,0.3,34.174999999999955,1000.0,0,0.1285714285714286,[],19.242857142857144,19.371428571428574,0.1285714285714286,1000.0,27
ID00002_0,8,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,995,1,0,0,0.0,24.875,24.875,34.174999999999955,1000.0,5,21.321428571428573,[],0.0,21.321428571428573,21.321428571428573,1000.0,12
ID00002_1,9,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,801,1,0,0,0.0,10.0125,10.0125,34.174999999999955,1000.0,11,17.164285714285715,[],0.0,17.164285714285715,17.164285714285715,1000.0,17
