,task_id,parents,job_id,instances_num,task_type,status,start_time,end_time,cpu,memory,duration,submit_time,disk
0,ID00000,"['ID00006', 'ID00017', 'ID00027', 'ID00004', 'ID00015', 'ID00025', 'ID00008', 'ID00019', 'ID00029', 'ID00012', 'ID00023', 'ID00010', 'ID00021']",1,10,CyberShake,Terminated,0,100000000000,1,59.1962890625,0.01,0,0
1,ID00001,"['ID00028', 'ID00005', 'ID00016', 'ID00026', 'ID00003', 'ID00014', 'ID00009', 'ID00007', 'ID00018', 'ID00020', 'ID00024', 'ID00011', 'ID00022']",1,10,CyberShake,Terminated,0,100000000000,1,68.6181640625,0.0,0,0
2,ID00002,[],1,10,CyberShake,Terminated,0,100000000000,1,310.9541015625,10.0,0,0
3,ID00003,[],1,2,CyberShake,Terminated,0,100000000000,1,6.6416015625,10.0,0,0
4,ID00004,['ID00003'],1,2,CyberShake,Terminated,0,100000000000,1,2.1845703125,0.55,0,0
5,ID00005,[],1,2,CyberShake,Terminated,0,100000000000,1,11.615234375,10.0,0,0
6,ID00006,['ID00005'],1,2,CyberShake,Terminated,0,100000000000,1,3.9638671875,1.62,0,0
7,ID00007,[],1,2,CyberShake,Terminated,0,100000000000,1,6.9921875,10.0,0,0
8,ID00008,['ID00007'],1,2,CyberShake,Terminated,0,100000000000,1,15.84765625,1.42,0,0
9,ID00009,[],1,2,CyberShake,Terminated,0,100000000000,1,9.5234375,10.0,0,0
10,ID00010,['ID00009'],1,2,CyberShake,Terminated,0,100000000000,1,6.0771484375,1.41,0,0
11,ID00011,[],1,2,CyberShake,Terminated,0,100000000000,1,14.1455078125,10.0,0,0
12,ID00012,['ID00011'],1,2,CyberShake,Terminated,0,100000000000,1,11.3056640625,1.49,0,0
13,ID00013,[],1,10,CyberShake,Terminated,0,100000000000,1,281.0419921875,10.0,0,0
14,ID00014,[],1,2,CyberShake,Terminated,0,100000000000,1,5.580078125,10.0,0,0
15,ID00015,['ID00014'],1,2,CyberShake,Terminated,0,100000000000,1,11.943359375,0.71,0,0
16,ID00016,[],1,2,CyberShake,Terminated,0,100000000000,1,12.384765625,10.0,0,0
17,ID00017,['ID00016'],1,2,CyberShake,Terminated,0,100000000000,1,3.8681640625,1.19,0,0
18,ID00018,[],1,2,CyberShake,Terminated,0,100000000000,1,9.5751953125,10.0,0,0
19,ID00019,['ID00018'],1,2,CyberShake,Terminated,0,100000000000,1,17.0927734375,1.13,0,0
20,ID00020,[],1,2,CyberShake,Terminated,0,100000000000,1,8.5693359375,10.0,0,0
21,ID00021,['ID00020'],1,2,CyberShake,Terminated,0,100000000000,1,8.8857421875,1.2,0,0
22,ID00022,[],1,2,CyberShake,Terminated,0,100000000000,1,8.2333984375,10.0,0,0
23,ID00023,['ID00022'],1,2,CyberShake,Terminated,0,100000000000,1,6.056640625,1.1,0,0
24,ID00024,[],1,2,CyberShake,Terminated,0,100000000000,1,10.76953125,10.0,0,0
25,ID00025,['ID00024'],1,2,CyberShake,Terminated,0,100000000000,1,2.4453125,0.92,0,0
26,ID00026,[],1,2,CyberShake,Terminated,0,100000000000,1,11.427734375,10.0,0,0
27,ID00027,['ID00026'],1,2,CyberShake,Terminated,0,100000000000,1,1.4951171875,0.59,0,0
28,ID00028,[],1,2,CyberShake,Terminated,0,100000000000,1,9.6884765625,10.0,0,0
29,ID00029,['ID00028'],1,2,CyberShake,Terminated,0,100000000000,1,15.6337890625,0.55,0,0
