,task_id,parents,job_id,instances_num,task_type,status,start_time,end_time,cpu,memory,duration,submit_time,disk
0,ID00000,"['ID00006', 'ID00017', 'ID00005', 'ID00016', 'ID00004', 'ID00015', 'ID00003', 'ID00014', 'ID00009', 'ID00008', 'ID00007', 'ID00002', 'ID00013', 'ID00001', 'ID00012', 'ID00011', 'ID00010']",1,10,SIPHT,Terminated,0,100000000000,1,3197.2265625,0.0964,0,0
1,ID00001,[],1,5,SIPHT,Terminated,0,100000000000,1,5553.048828125,1.3469,0,0
2,ID00002,[],1,5,SIPHT,Terminated,0,100000000000,1,5546.611328125,0.8267,0,0
3,ID00003,[],1,5,SIPHT,Terminated,0,100000000000,1,5567.1435546875,1.1848,0,0
4,ID00004,[],1,5,SIPHT,Terminated,0,100000000000,1,5542.61328125,1.0136,0,0
5,ID00005,[],1,5,SIPHT,Terminated,0,100000000000,1,5515.869140625,1.328,0,0
6,ID00006,[],1,5,SIPHT,Terminated,0,100000000000,1,5553.0302734375,1.2919,0,0
7,ID00007,[],1,5,SIPHT,Terminated,0,100000000000,1,5556.615234375,1.6278,0,0
8,ID00008,[],1,5,SIPHT,Terminated,0,100000000000,1,5527.0595703125,1.0583,0,0
9,ID00009,[],1,5,SIPHT,Terminated,0,100000000000,1,5594.404296875,1.0025,0,0
10,ID00010,[],1,5,SIPHT,Terminated,0,100000000000,1,5527.341796875,1.1911,0,0
11,ID00011,[],1,5,SIPHT,Terminated,0,100000000000,1,5510.994140625,1.485,0,0
12,ID00012,[],1,5,SIPHT,Terminated,0,100000000000,1,5567.1357421875,1.5829,0,0
13,ID00013,[],1,5,SIPHT,Terminated,0,100000000000,1,5588.6015625,0.9332,0,0
14,ID00014,[],1,5,SIPHT,Terminated,0,100000000000,1,5574.60546875,1.6474,0,0
15,ID00015,[],1,5,SIPHT,Terminated,0,100000000000,1,5557.826171875,1.1492,0,0
16,ID00016,[],1,5,SIPHT,Terminated,0,100000000000,1,5557.005859375,1.8409,0,0
17,ID00017,[],1,5,SIPHT,Terminated,0,100000000000,1,5590.9755859375,1.2063,0,0
18,ID00018,[],1,10,SIPHT,Terminated,0,100000000000,1,29297.529296875,10.0,0,0
19,ID00019,[],1,4,SIPHT,Terminated,0,100000000000,1,6175.9716796875,10.0,0,0
20,ID00020,[],1,5,SIPHT,Terminated,0,100000000000,1,6074.103515625,10.0,0,0
21,ID00021,[],1,10,SIPHT,Terminated,0,100000000000,1,268071.5009765625,10.0,0,0
22,ID00022,"['ID00019', 'ID00018', 'ID00020', 'ID00021']",1,10,SIPHT,Terminated,0,100000000000,1,50273.4697265625,10.0,0,0
23,ID00023,['ID00022'],1,4,SIPHT,Terminated,0,100000000000,1,5627.5732421875,1.7284,0,0
24,ID00024,['ID00022'],1,8,SIPHT,Terminated,0,100000000000,1,1412.3583984375,3.87,0,0
25,ID00025,['ID00022'],1,10,SIPHT,Terminated,0,100000000000,1,262582.2802734375,10.0,0,0
26,ID00026,"['ID00023', 'ID00022']",1,7,SIPHT,Terminated,0,100000000000,1,4703.3310546875,10.0,0,0
27,ID00027,['ID00022'],1,5,SIPHT,Terminated,0,100000000000,1,2048.572265625,5.3196,0,0
28,ID00028,"['ID00027', 'ID00026', 'ID00025', 'ID00024', 'ID00022', 'ID00000']",1,10,SIPHT,Terminated,0,100000000000,1,5824.236328125,2.0458,0,0
