,task_id,parents,job_id,instances_num,task_type,status,start_time,end_time,cpu,memory,duration,submit_time,disk
0,ID00000_0,"['ID00004', 'ID00009', 'ID00007']",ID00000,1,CyberShake,Terminated,0,100000000000,1,0.0166015625,1,0,0
1,ID00000_1,"['ID00004', 'ID00009', 'ID00007']",ID00000,1,CyberShake,Terminated,0,100000000000,1,7.638671875,1,0,0
2,ID00000_2,"['ID00004', 'ID00009', 'ID00007']",ID00000,1,CyberShake,Terminated,0,100000000000,1,7.5693359375,1,0,0
3,ID00000_3,"['ID00004', 'ID00009', 'ID00007']",ID00000,1,CyberShake,Terminated,0,100000000000,1,0.0009765625,1,0,0
4,ID00001_0,"['ID00006', 'ID00003', 'ID00008']",ID00001,1,CyberShake,Terminated,0,100000000000,1,3.2080078125,1,0,0
5,ID00001_1,"['ID00006', 'ID00003', 'ID00008']",ID00001,1,CyberShake,Terminated,0,100000000000,1,7.87109375,1,0,0
6,ID00001_2,"['ID00006', 'ID00003', 'ID00008']",ID00001,1,CyberShake,Terminated,0,100000000000,1,4.6455078125,1,0,0
7,ID00001_3,"['ID00006', 'ID00003', 'ID00008']",ID00001,1,CyberShake,Terminated,0,100000000000,1,0.0029296875,1,0,0
8,ID00002_0,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,8.431640625,1,0,0
9,ID00002_1,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,7.4423828125,1,0,0
10,ID00002_2,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,4.142578125,1,0,0
11,ID00002_3,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,5.0283203125,1,0,0
12,ID00002_4,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,0.6533203125,1,0,0
13,ID00002_5,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,8.2626953125,1,0,0
14,ID00002_6,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,3.5908203125,1,0,0
15,ID00002_7,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,8.2119140625,1,0,0
16,ID00002_8,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,2.9013671875,1,0,0
17,ID00002_9,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,2.599609375,1,0,0
18,ID00002_10,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,9.3955078125,1,0,0
19,ID00002_11,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,0.392578125,1,0,0
20,ID00002_12,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,4.84765625,1,0,0
21,ID00002_13,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,2.138671875,1,0,0
22,ID00002_14,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,5.134765625,1,0,0
23,ID00002_15,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,7.623046875,1,0,0
24,ID00002_16,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,8.3017578125,1,0,0
25,ID00002_17,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,8.2041015625,1,0,0
26,ID00002_18,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,7.095703125,1,0,0
27,ID00002_19,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,3.052734375,1,0,0
28,ID00002_20,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,4.0146484375,1,0,0
29,ID00002_21,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,4.4599609375,1,0,0
30,ID00002_22,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,4.123046875,1,0,0
31,ID00002_23,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,1.716796875,1,0,0
32,ID00002_24,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,3.208984375,1,0,0
33,ID00002_25,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,4.2509765625,1,0,0
34,ID00002_26,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,7.1201171875,1,0,0
35,ID00002_27,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,6.4228515625,1,0,0
36,ID00002_28,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,4.818359375,1,0,0
37,ID00002_29,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,4.9140625,1,0,0
38,ID00002_30,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,2.5634765625,1,0,0
39,ID00002_31,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,0.09765625,1,0,0
40,ID00002_32,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,6.5419921875,1,0,0
41,ID00002_33,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,6.578125,1,0,0
42,ID00002_34,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,7.20703125,1,0,0
43,ID00002_35,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,6.6142578125,1,0,0
44,ID00002_36,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,4.1787109375,1,0,0
45,ID00002_37,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,1.4873046875,1,0,0
46,ID00002_38,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,3.677734375,1,0,0
47,ID00002_39,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,0.3857421875,1,0,0
48,ID00002_40,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,4.330078125,1,0,0
49,ID00002_41,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,8.357421875,1,0,0
50,ID00002_42,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,7.853515625,1,0,0
51,ID00002_43,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,4.1435546875,1,0,0
52,ID00002_44,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,9.595703125,1,0,0
53,ID00002_45,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,4.0869140625,1,0,0
54,ID00002_46,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,3.783203125,1,0,0
55,ID00002_47,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,3.830078125,1,0,0
56,ID00002_48,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,6.220703125,1,0,0
57,ID00002_49,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,7.9990234375,1,0,0
58,ID00002_50,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,1.919921875,1,0,0
59,ID00002_51,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,5.361328125,1,0,0
60,ID00002_52,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,6.10546875,1,0,0
61,ID00002_53,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,0.046875,1,0,0
62,ID00002_54,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,0.3759765625,1,0,0
63,ID00002_55,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,3.791015625,1,0,0
64,ID00002_56,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,2.421875,1,0,0
65,ID00003_0,[],ID00003,1,CyberShake,Terminated,0,100000000000,1,2.421875,1,0,0
66,ID00003_1,[],ID00003,1,CyberShake,Terminated,0,100000000000,1,3.2080078125,1,0,0
67,ID00004_0,['ID00003'],ID00004,1,CyberShake,Terminated,0,100000000000,1,5.9638671875,1,0,0
68,ID00004_1,['ID00003'],ID00004,1,CyberShake,Terminated,0,100000000000,1,0.0166015625,1,0,0
69,ID00005_0,[],ID00005,1,CyberShake,Terminated,0,100000000000,1,9.6318359375,1,0,0
70,ID00005_1,[],ID00005,1,CyberShake,Terminated,0,100000000000,1,8.6669921875,1,0,0
71,ID00005_2,[],ID00005,1,CyberShake,Terminated,0,100000000000,1,4.208984375,1,0,0
72,ID00005_3,[],ID00005,1,CyberShake,Terminated,0,100000000000,1,0.337890625,1,0,0
73,ID00005_4,[],ID00005,1,CyberShake,Terminated,0,100000000000,1,3.7666015625,1,0,0
74,ID00005_5,[],ID00005,1,CyberShake,Terminated,0,100000000000,1,5.263671875,1,0,0
75,ID00005_6,[],ID00005,1,CyberShake,Terminated,0,100000000000,1,4.12890625,1,0,0
76,ID00005_7,[],ID00005,1,CyberShake,Terminated,0,100000000000,1,9.572265625,1,0,0
