,task_id,parents,job_id,instances_num,task_type,status,start_time,end_time,cpu,memory,duration,submit_time,disk
0,ID00000_0,[],ID00000,1,Genome,Terminated,0,100000000000,1,230952.6103515625,1,0,0
1,ID00000_1,[],ID00000,1,Genome,Terminated,0,100000000000,1,36703.1201171875,1,0,0
2,ID00000_2,[],ID00000,1,Genome,Terminated,0,100000000000,1,39979.029296875,1,0,0
3,ID00000_3,[],ID00000,1,Genome,Terminated,0,100000000000,1,37106.076171875,1,0,0
4,ID00000_4,[],ID00000,1,Genome,Terminated,0,100000000000,1,39973.4833984375,1,0,0
5,ID00000_5,[],ID00000,1,Genome,Terminated,0,100000000000,1,39221.0341796875,1,0,0
6,ID00000_6,[],ID00000,1,Genome,Terminated,0,100000000000,1,37969.8671875,1,0,0
7,ID00001_0,['ID00000'],ID00001,1,Genome,Terminated,0,100000000000,1,36703.1201171875,1,0,0
8,ID00001_1,['ID00000'],ID00001,1,Genome,Terminated,0,100000000000,1,17985.3388671875,1,0,0
9,ID00001_2,['ID00000'],ID00001,1,Genome,Terminated,0,100000000000,1,18717.78125,1,0,0
10,ID00002_0,['ID00000'],ID00002,1,Genome,Terminated,0,100000000000,1,39979.029296875,1,0,0
11,ID00002_1,['ID00000'],ID00002,1,Genome,Terminated,0,100000000000,1,19345.1943359375,1,0,0
12,ID00002_2,['ID00000'],ID00002,1,Genome,Terminated,0,100000000000,1,20633.8349609375,1,0,0
13,ID00003_0,['ID00000'],ID00003,1,Genome,Terminated,0,100000000000,1,37106.076171875,1,0,0
14,ID00003_1,['ID00000'],ID00003,1,Genome,Terminated,0,100000000000,1,19416.58984375,1,0,0
15,ID00003_2,['ID00000'],ID00003,1,Genome,Terminated,0,100000000000,1,17689.486328125,1,0,0
16,ID00004_0,['ID00000'],ID00004,1,Genome,Terminated,0,100000000000,1,39973.4833984375,1,0,0
17,ID00004_1,['ID00000'],ID00004,1,Genome,Terminated,0,100000000000,1,19235.0068359375,1,0,0
18,ID00004_2,['ID00000'],ID00004,1,Genome,Terminated,0,100000000000,1,20738.4765625,1,0,0
19,ID00005_0,['ID00000'],ID00005,1,Genome,Terminated,0,100000000000,1,39221.0341796875,1,0,0
20,ID00005_1,['ID00000'],ID00005,1,Genome,Terminated,0,100000000000,1,19773.193359375,1,0,0
