task_id,Unnamed: 0,parents,job_id,instances_num,task_type,status,start_time,end_time,cpu,memory,duration,submit_time,disk,EST,EFT,MET,LFT,VmId,children,initial_EST,initial_EFT,initial_MET,initial_LFT
ID00000_0,0,"['ID00004', 'ID00009', 'ID00007']",ID00000,1,CyberShake,Terminated,0,100000000000,1,220,1,0,0,17.637500000000003,20.387500000000003,2.75,33.612499999999955,16,[],16.225,18.975,2.75,1000.0
ID00000_1,1,"['ID00004', 'ID00009', 'ID00007']",ID00000,1,CyberShake,Terminated,0,100000000000,1,607,1,0,0,17.637500000000003,25.225,7.5875,33.612499999999955,17,[],16.225,23.8125,7.5875,1000.0
ID00000_2,2,"['ID00004', 'ID00009', 'ID00007']",ID00000,1,CyberShake,Terminated,0,100000000000,1,244,1,0,0,17.637500000000003,20.687500000000004,3.05,33.612499999999955,18,[],16.225,19.275000000000002,3.05,1000.0
ID00000_3,3,"['ID00004', 'ID00009', 'ID00007']",ID00000,1,CyberShake,Terminated,0,100000000000,1,0,1,0,0,17.637500000000003,17.637500000000003,0.0,33.612499999999955,0,[],16.225,16.225,0.0,1000.0
ID00001_0,4,"['ID00006', 'ID00003', 'ID00008']",ID00001,1,CyberShake,Terminated,0,100000000000,1,716,1,0,0,12.275,21.225,8.95,33.612499999999955,19,[],12.275,21.225,8.95,1000.0
ID00001_1,5,"['ID00006', 'ID00003', 'ID00008']",ID00001,1,CyberShake,Terminated,0,100000000000,1,240,1,0,0,12.275,18.275,6.0,33.612499999999955,8,[],12.275,15.275,3.0,1000.0
ID00001_2,6,"['ID00006', 'ID00003', 'ID00008']",ID00001,1,CyberShake,Terminated,0,100000000000,1,215,1,0,0,12.275,17.65,5.375,33.612499999999955,9,[],12.275,14.9625,2.6875,1000.0
ID00001_3,7,"['ID00006', 'ID00003', 'ID00008']",ID00001,1,CyberShake,Terminated,0,100000000000,1,34,1,0,0,12.275,13.125,0.85,33.612499999999955,10,[],12.275,12.700000000000001,0.425,1000.0
ID00002_0,8,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,676,1,0,0,0.0,16.9,16.9,33.612499999999955,11,[],0.0,8.45,8.45,1000.0
ID00002_1,9,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,181,1,0,0,0.0,9.05,9.05,33.612499999999955,1,[],0.0,2.2625,2.2625,1000.0
ID00002_2,10,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,741,1,0,0,0.0,9.2625,9.2625,33.612499999999955,16,[],0.0,9.2625,9.2625,1000.0
ID00002_3,11,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,982,1,0,0,0.0,12.275,12.275,33.612499999999955,18,[],0.0,12.275,12.275,1000.0
ID00003_0,12,[],ID00003,1,CyberShake,Terminated,0,100000000000,1,982,1,0,0,0.0,12.275,12.275,21.337499999999977,18,"['ID00001_0', 'ID00001_1', 'ID00001_2', 'ID00001_3', 'ID00004_0', 'ID00004_1']",0.0,12.275,12.275,989.1375
ID00003_1,13,[],ID00003,1,CyberShake,Terminated,0,100000000000,1,716,1,0,0,0.0,8.95,8.95,24.66249999999991,19,"['ID00001_0', 'ID00001_1', 'ID00001_2', 'ID00001_3', 'ID00004_0', 'ID00004_1']",0.0,8.95,8.95,989.1375
ID00004_0,14,['ID00003'],ID00004,1,CyberShake,Terminated,0,100000000000,1,262,1,0,0,12.275,15.55,3.275,30.337499999999977,18,"['ID00000_0', 'ID00000_1', 'ID00000_2', 'ID00000_3']",12.275,15.55,3.275,992.4125
ID00004_1,15,['ID00003'],ID00004,1,CyberShake,Terminated,0,100000000000,1,220,1,0,0,12.275,15.025,2.75,30.862499999999955,17,"['ID00000_0', 'ID00000_1', 'ID00000_2', 'ID00000_3']",12.275,15.025,2.75,992.4125
ID00005_0,16,[],ID00005,1,CyberShake,Terminated,0,100000000000,1,382,1,0,0,0.0,19.1,19.1,33.612499999999955,2,[],0.0,4.775,4.775,1000.0
ID00005_1,17,[],ID00005,1,CyberShake,Terminated,0,100000000000,1,991,1,0,0,0.0,12.3875,12.3875,33.612499999999955,19,[],0.0,12.3875,12.3875,1000.0
ID00005_2,18,[],ID00005,1,CyberShake,Terminated,0,100000000000,1,198,1,0,0,0.0,9.9,9.9,33.612499999999955,3,[],0.0,2.475,2.475,1000.0
ID00005_3,19,[],ID00005,1,CyberShake,Terminated,0,100000000000,1,475,1,0,0,0.0,11.875,11.875,33.612499999999955,10,[],0.0,5.9375,5.9375,1000.0
ID00005_4,20,[],ID00005,1,CyberShake,Terminated,0,100000000000,1,40,1,0,0,0.0,2.0,2.0,33.612499999999955,1,[],0.0,0.5,0.5,1000.0
ID00006_0,21,[],ID00006,1,CyberShake,Terminated,0,100000000000,1,804,1,0,0,0.0,10.05,10.05,23.5625,16,"['ID00001_0', 'ID00001_1', 'ID00001_2', 'ID00001_3', 'ID00007_0', 'ID00007_1']",0.0,10.05,10.05,984.825
ID00006_1,22,[],ID00006,1,CyberShake,Terminated,0,100000000000,1,240,1,0,0,0.0,3.0,3.0,30.612499999999955,17,"['ID00001_0', 'ID00001_1', 'ID00001_2', 'ID00001_3', 'ID00007_0', 'ID00007_1']",0.0,3.0,3.0,984.825
ID00007_0,23,['ID00006'],ID00007,1,CyberShake,Terminated,0,100000000000,1,494,1,0,0,10.05,16.225,6.175,27.4375,17,"['ID00000_0', 'ID00000_1', 'ID00000_2', 'ID00000_3']",10.05,16.225,6.175,992.4125
ID00007_1,24,['ID00006'],ID00007,1,CyberShake,Terminated,0,100000000000,1,607,1,0,0,10.05,17.637500000000003,7.5875,26.024999999999977,16,"['ID00000_0', 'ID00000_1', 'ID00000_2', 'ID00000_3']",10.05,17.637500000000003,7.5875,992.4125
ID00008_0,25,[],ID00008,1,CyberShake,Terminated,0,100000000000,1,40,1,0,0,0.0,1.0,1.0,32.612499999999955,9,"['ID00001_0', 'ID00001_1', 'ID00001_2', 'ID00001_3', 'ID00009_0', 'ID00009_1']",0.0,0.5,0.5,989.2625
ID00008_1,26,[],ID00008,1,CyberShake,Terminated,0,100000000000,1,215,1,0,0,0.0,5.375,5.375,28.237499999999955,8,"['ID00001_0', 'ID00001_1', 'ID00001_2', 'ID00001_3', 'ID00009_0', 'ID00009_1']",0.0,2.6875,2.6875,989.2625
ID00009_0,27,['ID00008'],ID00009,1,CyberShake,Terminated,0,100000000000,1,252,1,0,0,5.375,11.675,6.3,27.3125,8,"['ID00000_0', 'ID00000_1', 'ID00000_2', 'ID00000_3']",0.5,3.65,3.15,992.4125
ID00009_1,28,['ID00008'],ID00009,1,CyberShake,Terminated,0,100000000000,1,244,1,0,0,5.375,11.475,6.1,27.512499999999932,9,"['ID00000_0', 'ID00000_1', 'ID00000_2', 'ID00000_3']",0.5,3.55,3.05,992.4125
