task_id,Unnamed: 0,parents,job_id,instances_num,task_type,status,start_time,end_time,cpu,memory,duration,submit_time,disk,EST,EFT,MET,LFT,VmId,children,initial_EST,initial_EFT,initial_MET,initial_LFT
ID00000_0,0,"['ID00004', 'ID00009', 'ID00007']",ID00000,1,CyberShake,Terminated,0,100000000000,1,492,1,0,0,26.025,32.175,6.15,40.200000000000045,16,[],18.0875,24.237499999999997,6.15,1000.0
ID00000_1,1,"['ID00004', 'ID00009', 'ID00007']",ID00000,1,CyberShake,Terminated,0,100000000000,1,562,1,0,0,26.025,33.05,7.025,40.200000000000045,16,[],18.0875,25.112499999999997,7.025,1000.0
ID00000_2,2,"['ID00004', 'ID00009', 'ID00007']",ID00000,1,CyberShake,Terminated,0,100000000000,1,108,1,0,0,26.025,27.375,1.35,40.200000000000045,17,[],18.0875,19.4375,1.35,1000.0
ID00000_3,3,"['ID00004', 'ID00009', 'ID00007']",ID00000,1,CyberShake,Terminated,0,100000000000,1,0,1,0,0,26.025,26.025,0.0,40.200000000000045,0,[],18.0875,18.0875,0.0,1000.0
ID00001_0,4,"['ID00006', 'ID00003', 'ID00008']",ID00001,1,CyberShake,Terminated,0,100000000000,1,686,1,0,0,23.325,31.9,8.575,40.200000000000045,18,[],11.1875,19.7625,8.575,1000.0
ID00001_1,5,"['ID00006', 'ID00003', 'ID00008']",ID00001,1,CyberShake,Terminated,0,100000000000,1,815,1,0,0,23.325,33.5125,10.1875,40.200000000000045,19,[],11.1875,21.375,10.1875,1000.0
ID00001_2,6,"['ID00006', 'ID00003', 'ID00008']",ID00001,1,CyberShake,Terminated,0,100000000000,1,933,1,0,0,23.325,34.9875,11.6625,40.200000000000045,17,[],11.1875,22.85,11.6625,1000.0
ID00001_3,7,"['ID00006', 'ID00003', 'ID00008']",ID00001,1,CyberShake,Terminated,0,100000000000,1,4,1,0,0,23.325,23.425,0.1,40.200000000000045,9,[],11.1875,11.2375,0.05,1000.0
ID00002_0,8,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,217,1,0,0,0.0,5.425,5.425,40.200000000000045,10,[],0.0,2.7125,2.7125,1000.0
ID00002_1,9,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,807,1,0,0,0.0,20.175,20.175,40.200000000000045,11,[],0.0,10.0875,10.0875,1000.0
ID00002_2,10,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,662,1,0,0,0.0,16.55,16.55,40.200000000000045,10,[],0.0,8.275,8.275,1000.0
ID00002_3,11,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,578,1,0,0,0.0,28.9,28.9,40.200000000000045,1,[],0.0,7.225,7.225,1000.0
ID00002_4,12,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,34,1,0,0,0.0,1.7,1.7,40.200000000000045,2,[],0.0,0.425,0.425,1000.0
ID00002_5,13,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,37,1,0,0,0.0,1.85,1.85,40.200000000000045,3,[],0.0,0.4625,0.4625,1000.0
ID00002_6,14,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,801,1,0,0,0.0,20.025,20.025,40.200000000000045,11,[],0.0,10.0125,10.0125,1000.0
ID00003_0,15,[],ID00003,1,CyberShake,Terminated,0,100000000000,1,801,1,0,0,0.0,10.0125,10.0125,30.1875,17,"['ID00001_0', 'ID00001_1', 'ID00001_2', 'ID00001_3', 'ID00004_0', 'ID00004_1']",0.0,10.0125,10.0125,984.9
ID00003_1,16,[],ID00003,1,CyberShake,Terminated,0,100000000000,1,686,1,0,0,0.0,8.575,8.575,31.625,18,"['ID00001_0', 'ID00001_1', 'ID00001_2', 'ID00001_3', 'ID00004_0', 'ID00004_1']",0.0,8.575,8.575,984.9
ID00004_0,17,['ID00003'],ID00004,1,CyberShake,Terminated,0,100000000000,1,646,1,0,0,10.0125,18.0875,8.075,32.125,17,"['ID00000_0', 'ID00000_1', 'ID00000_2', 'ID00000_3']",10.0125,18.0875,8.075,992.975
ID00004_1,18,['ID00003'],ID00004,1,CyberShake,Terminated,0,100000000000,1,492,1,0,0,10.0125,16.1625,6.15,34.05000000000007,18,"['ID00000_0', 'ID00000_1', 'ID00000_2', 'ID00000_3']",10.0125,16.1625,6.15,992.975
ID00005_0,19,[],ID00005,1,CyberShake,Terminated,0,100000000000,1,151,1,0,0,0.0,7.55,7.55,40.200000000000045,2,[],0.0,1.8875,1.8875,1000.0
ID00005_1,20,[],ID00005,1,CyberShake,Terminated,0,100000000000,1,466,1,0,0,0.0,23.3,23.3,40.200000000000045,3,[],0.0,5.825,5.825,1000.0
ID00005_2,21,[],ID00005,1,CyberShake,Terminated,0,100000000000,1,537,1,0,0,0.0,13.425,13.425,40.200000000000045,10,[],0.0,6.7125,6.7125,1000.0
ID00006_0,22,[],ID00006,1,CyberShake,Terminated,0,100000000000,1,895,1,0,0,0.0,11.1875,11.1875,29.012500000000045,16,"['ID00001_0', 'ID00001_1', 'ID00001_2', 'ID00001_3', 'ID00007_0', 'ID00007_1']",0.0,11.1875,11.1875,985.95
ID00006_1,23,[],ID00006,1,CyberShake,Terminated,0,100000000000,1,815,1,0,0,0.0,10.1875,10.1875,30.012500000000045,19,"['ID00001_0', 'ID00001_1', 'ID00001_2', 'ID00001_3', 'ID00007_0', 'ID00007_1']",0.0,10.1875,10.1875,985.95
ID00007_0,24,['ID00006'],ID00007,1,CyberShake,Terminated,0,100000000000,1,444,1,0,0,11.1875,16.7375,5.55,34.65000000000009,19,"['ID00000_0', 'ID00000_1', 'ID00000_2', 'ID00000_3']",11.1875,16.7375,5.55,992.975
ID00007_1,25,['ID00006'],ID00007,1,CyberShake,Terminated,0,100000000000,1,562,1,0,0,11.1875,18.2125,7.025,33.17500000000007,16,"['ID00000_0', 'ID00000_1', 'ID00000_2', 'ID00000_3']",11.1875,18.2125,7.025,992.975
ID00008_0,26,[],ID00008,1,CyberShake,Terminated,0,100000000000,1,537,1,0,0,0.0,13.425,13.425,26.77500000000009,9,"['ID00001_0', 'ID00001_1', 'ID00001_2', 'ID00001_3', 'ID00009_0', 'ID00009_1']",0.0,6.7125,6.7125,988.3375
ID00008_1,27,[],ID00008,1,CyberShake,Terminated,0,100000000000,1,933,1,0,0,0.0,23.325,23.325,16.875,8,"['ID00001_0', 'ID00001_1', 'ID00001_2', 'ID00001_3', 'ID00009_0', 'ID00009_1']",0.0,11.6625,11.6625,988.3375
ID00009_0,28,['ID00008'],ID00009,1,CyberShake,Terminated,0,100000000000,1,51,1,0,0,23.325,23.9625,0.6375,39.5625,17,"['ID00000_0', 'ID00000_1', 'ID00000_2', 'ID00000_3']",6.7125,7.3500000000000005,0.6375,992.975
ID00009_1,29,['ID00008'],ID00009,1,CyberShake,Terminated,0,100000000000,1,108,1,0,0,23.325,26.025,2.7,37.5,8,"['ID00000_0', 'ID00000_1', 'ID00000_2', 'ID00000_3']",6.7125,8.0625,1.35,992.975
