task_id,Unnamed: 0,parents,job_id,instances_num,task_type,status,start_time,end_time,cpu,memory,duration,submit_time,disk,EST,EFT,MET,LFT,VmId,children,initial_EST,initial_EFT,initial_MET,initial_LFT
ID00000_0,0,"['ID00004', 'ID00009', 'ID00007']",ID00000,1,CyberShake,Terminated,0,100000000000,1,447,1,0,0,17.9375,23.525,5.5875,36.89999999999998,16,[],17.9375,23.525,5.5875,1000.0
ID00000_1,1,"['ID00004', 'ID00009', 'ID00007']",ID00000,1,CyberShake,Terminated,0,100000000000,1,437,1,0,0,17.9375,23.4,5.4625,36.89999999999998,17,[],17.9375,23.4,5.4625,1000.0
ID00000_2,2,"['ID00004', 'ID00009', 'ID00007']",ID00000,1,CyberShake,Terminated,0,100000000000,1,234,1,0,0,17.9375,20.8625,2.925,36.89999999999998,18,[],17.9375,20.8625,2.925,1000.0
ID00000_3,3,"['ID00004', 'ID00009', 'ID00007']",ID00000,1,CyberShake,Terminated,0,100000000000,1,6,1,0,0,17.9375,18.0125,0.075,36.89999999999998,19,[],17.9375,18.0125,0.075,1000.0
ID00001_0,4,"['ID00006', 'ID00003', 'ID00008']",ID00001,1,CyberShake,Terminated,0,100000000000,1,370,1,0,0,11.025,20.275,9.25,36.89999999999998,10,[],11.025,15.65,4.625,1000.0
ID00001_1,5,"['ID00006', 'ID00003', 'ID00008']",ID00001,1,CyberShake,Terminated,0,100000000000,1,153,1,0,0,11.025,14.850000000000001,3.825,36.89999999999998,11,[],11.025,12.9375,1.9125,1000.0
ID00001_2,6,"['ID00006', 'ID00003', 'ID00008']",ID00001,1,CyberShake,Terminated,0,100000000000,1,727,1,0,0,11.025,20.1125,9.0875,36.89999999999998,19,[],11.025,20.1125,9.0875,1000.0
ID00001_3,7,"['ID00006', 'ID00003', 'ID00008']",ID00001,1,CyberShake,Terminated,0,100000000000,1,27,1,0,0,11.025,12.375,1.35,36.89999999999998,0,[],11.025,11.3625,0.3375,1000.0
ID00002_0,8,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,137,1,0,0,0.0,6.85,6.85,36.89999999999998,1,[],0.0,1.7125,1.7125,1000.0
ID00002_1,9,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,528,1,0,0,0.0,26.4,26.4,36.89999999999998,2,[],0.0,6.6,6.6,1000.0
ID00002_2,10,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,365,1,0,0,0.0,18.25,18.25,36.89999999999998,3,[],0.0,4.5625,4.5625,1000.0
ID00003_0,11,[],ID00003,1,CyberShake,Terminated,0,100000000000,1,365,1,0,0,0.0,4.5625,4.5625,32.33749999999998,19,"['ID00001_0', 'ID00001_1', 'ID00001_2', 'ID00001_3', 'ID00004_0', 'ID00004_1']",0.0,4.5625,4.5625,985.875
ID00003_1,12,[],ID00003,1,CyberShake,Terminated,0,100000000000,1,370,1,0,0,0.0,4.625,4.625,32.27499999999998,18,"['ID00001_0', 'ID00001_1', 'ID00001_2', 'ID00001_3', 'ID00004_0', 'ID00004_1']",0.0,4.625,4.625,985.875
ID00004_0,13,['ID00003'],ID00004,1,CyberShake,Terminated,0,100000000000,1,683,1,0,0,4.625,13.1625,8.5375,28.362499999999955,18,"['ID00000_0', 'ID00000_1', 'ID00000_2', 'ID00000_3']",4.5625,13.1,8.5375,994.4125
ID00004_1,14,['ID00003'],ID00004,1,CyberShake,Terminated,0,100000000000,1,447,1,0,0,4.625,15.8,11.175,25.725000000000023,8,"['ID00000_0', 'ID00000_1', 'ID00000_2', 'ID00000_3']",4.5625,10.15,5.5875,994.4125
ID00005_0,15,[],ID00005,1,CyberShake,Terminated,0,100000000000,1,780,1,0,0,0.0,9.75,9.75,36.89999999999998,18,[],0.0,9.75,9.75,1000.0
ID00005_1,16,[],ID00005,1,CyberShake,Terminated,0,100000000000,1,953,1,0,0,0.0,11.9125,11.9125,36.89999999999998,17,[],0.0,11.9125,11.9125,1000.0
ID00005_2,17,[],ID00005,1,CyberShake,Terminated,0,100000000000,1,758,1,0,0,0.0,9.475,9.475,36.89999999999998,16,[],0.0,9.475,9.475,1000.0
ID00005_3,18,[],ID00005,1,CyberShake,Terminated,0,100000000000,1,34,1,0,0,0.0,1.7,1.7,36.89999999999998,1,[],0.0,0.425,0.425,1000.0
ID00005_4,19,[],ID00005,1,CyberShake,Terminated,0,100000000000,1,205,1,0,0,0.0,10.25,10.25,36.89999999999998,1,[],0.0,2.5625,2.5625,1000.0
ID00005_5,20,[],ID00005,1,CyberShake,Terminated,0,100000000000,1,195,1,0,0,0.0,4.875,4.875,36.89999999999998,9,[],0.0,2.4375,2.4375,1000.0
ID00005_6,21,[],ID00005,1,CyberShake,Terminated,0,100000000000,1,882,1,0,0,0.0,22.05,22.05,36.89999999999998,11,[],0.0,11.025,11.025,1000.0
ID00006_0,22,[],ID00006,1,CyberShake,Terminated,0,100000000000,1,250,1,0,0,0.0,3.125,3.125,33.77499999999998,19,"['ID00001_0', 'ID00001_1', 'ID00001_2', 'ID00001_3', 'ID00007_0', 'ID00007_1']",0.0,3.125,3.125,985.7625
ID00006_1,23,[],ID00006,1,CyberShake,Terminated,0,100000000000,1,153,1,0,0,0.0,3.825,3.825,33.07499999999993,8,"['ID00001_0', 'ID00001_1', 'ID00001_2', 'ID00001_3', 'ID00007_0', 'ID00007_1']",0.0,1.9125,1.9125,985.7625
ID00007_0,24,['ID00006'],ID00007,1,CyberShake,Terminated,0,100000000000,1,692,1,0,0,3.825,12.475000000000001,8.65,28.25,19,"['ID00000_0', 'ID00000_1', 'ID00000_2', 'ID00000_3']",3.125,11.775,8.65,994.4125
ID00007_1,25,['ID00006'],ID00007,1,CyberShake,Terminated,0,100000000000,1,437,1,0,0,3.825,14.75,10.925,25.975000000000023,9,"['ID00000_0', 'ID00000_1', 'ID00000_2', 'ID00000_3']",3.125,8.5875,5.4625,994.4125
ID00008_0,26,[],ID00008,1,CyberShake,Terminated,0,100000000000,1,882,1,0,0,0.0,11.025,11.025,25.875,16,"['ID00001_0', 'ID00001_1', 'ID00001_2', 'ID00001_3', 'ID00009_0', 'ID00009_1']",0.0,11.025,11.025,987.5
ID00008_1,27,[],ID00008,1,CyberShake,Terminated,0,100000000000,1,727,1,0,0,0.0,9.0875,9.0875,27.8125,17,"['ID00001_0', 'ID00001_1', 'ID00001_2', 'ID00001_3', 'ID00009_0', 'ID00009_1']",0.0,9.0875,9.0875,987.5
