task_id,Unnamed: 0,parents,job_id,instances_num,task_type,status,start_time,end_time,cpu,memory,duration,submit_time,disk,EST,EFT,MET,LFT,VmId,children,initial_EST,initial_EFT,initial_MET,initial_LFT
ID00000_0,0,"['ID00004', 'ID00009', 'ID00007']",ID00000,1,CyberShake,Terminated,0,100000000000,1,536,1,0,0,20.3,27.0,6.7,38.52499999999998,16,[],20.3,27.0,6.7,1000.0
ID00000_1,1,"['ID00004', 'ID00009', 'ID00007']",ID00000,1,CyberShake,Terminated,0,100000000000,1,623,1,0,0,20.3,28.0875,7.7875,38.52499999999998,17,[],20.3,28.0875,7.7875,1000.0
ID00000_2,2,"['ID00004', 'ID00009', 'ID00007']",ID00000,1,CyberShake,Terminated,0,100000000000,1,198,1,0,0,20.3,22.775000000000002,2.475,38.52499999999998,18,[],20.3,22.775000000000002,2.475,1000.0
ID00000_3,3,"['ID00004', 'ID00009', 'ID00007']",ID00000,1,CyberShake,Terminated,0,100000000000,1,0,1,0,0,20.3,20.3,0.0,38.52499999999998,0,[],20.3,20.3,0.0,1000.0
ID00001_0,4,"['ID00006', 'ID00003', 'ID00008']",ID00001,1,CyberShake,Terminated,0,100000000000,1,516,1,0,0,10.3,23.200000000000003,12.9,38.52499999999998,9,[],10.3,16.75,6.45,1000.0
ID00001_1,5,"['ID00006', 'ID00003', 'ID00008']",ID00001,1,CyberShake,Terminated,0,100000000000,1,435,1,0,0,10.3,21.175,10.875,38.52499999999998,10,[],10.3,15.7375,5.4375,1000.0
ID00001_2,6,"['ID00006', 'ID00003', 'ID00008']",ID00001,1,CyberShake,Terminated,0,100000000000,1,121,1,0,0,10.3,13.325000000000001,3.025,38.52499999999998,11,[],10.3,11.8125,1.5125,1000.0
ID00001_3,7,"['ID00006', 'ID00003', 'ID00008']",ID00001,1,CyberShake,Terminated,0,100000000000,1,2,1,0,0,10.3,10.4,0.1,38.52499999999998,1,[],10.3,10.325000000000001,0.025,1000.0
ID00002_0,8,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,684,1,0,0,0.0,8.55,8.55,38.52499999999998,19,[],0.0,8.55,8.55,1000.0
ID00002_1,9,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,393,1,0,0,0.0,19.65,19.65,38.52499999999998,2,[],0.0,4.9125,4.9125,1000.0
ID00002_2,10,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,1017,1,0,0,0.0,12.7125,12.7125,38.52499999999998,18,[],0.0,12.7125,12.7125,1000.0
ID00002_3,11,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,224,1,0,0,0.0,11.2,11.2,38.52499999999998,3,[],0.0,2.8,2.8,1000.0
ID00003_0,12,[],ID00003,1,CyberShake,Terminated,0,100000000000,1,224,1,0,0,0.0,5.6,5.6,32.924999999999955,8,"['ID00001_0', 'ID00001_1', 'ID00001_2', 'ID00001_3', 'ID00004_0', 'ID00004_1']",0.0,2.8,2.8,984.65
ID00003_1,13,[],ID00003,1,CyberShake,Terminated,0,100000000000,1,516,1,0,0,0.0,6.45,6.45,32.07499999999993,19,"['ID00001_0', 'ID00001_1', 'ID00001_2', 'ID00001_3', 'ID00004_0', 'ID00004_1']",0.0,6.45,6.45,984.65
ID00004_0,14,['ID00003'],ID00004,1,CyberShake,Terminated,0,100000000000,1,605,1,0,0,6.45,14.0125,7.5625,30.962499999999977,19,"['ID00000_0', 'ID00000_1', 'ID00000_2', 'ID00000_3']",2.8,10.3625,7.5625,992.2125
ID00004_1,15,['ID00003'],ID00004,1,CyberShake,Terminated,0,100000000000,1,536,1,0,0,6.45,19.85,13.4,25.125,8,"['ID00000_0', 'ID00000_1', 'ID00000_2', 'ID00000_3']",2.8,9.5,6.7,992.2125
ID00005_0,16,[],ID00005,1,CyberShake,Terminated,0,100000000000,1,273,1,0,0,0.0,6.825,6.825,38.52499999999998,11,[],0.0,3.4125,3.4125,1000.0
ID00005_1,17,[],ID00005,1,CyberShake,Terminated,0,100000000000,1,27,1,0,0,0.0,1.35,1.35,38.52499999999998,1,[],0.0,0.3375,0.3375,1000.0
ID00005_2,18,[],ID00005,1,CyberShake,Terminated,0,100000000000,1,250,1,0,0,0.0,12.5,12.5,38.52499999999998,3,[],0.0,3.125,3.125,1000.0
ID00005_3,19,[],ID00005,1,CyberShake,Terminated,0,100000000000,1,958,1,0,0,0.0,11.975,11.975,38.52499999999998,19,[],0.0,11.975,11.975,1000.0
ID00005_4,20,[],ID00005,1,CyberShake,Terminated,0,100000000000,1,433,1,0,0,0.0,10.825,10.825,38.52499999999998,8,[],0.0,5.4125,5.4125,1000.0
ID00005_5,21,[],ID00005,1,CyberShake,Terminated,0,100000000000,1,824,1,0,0,0.0,10.3,10.3,38.52499999999998,16,[],0.0,10.3,10.3,1000.0
ID00006_0,22,[],ID00006,1,CyberShake,Terminated,0,100000000000,1,568,1,0,0,0.0,7.1,7.1,31.424999999999955,17,"['ID00001_0', 'ID00001_1', 'ID00001_2', 'ID00001_3', 'ID00007_0', 'ID00007_1']",0.0,7.1,7.1,980.6875
ID00006_1,23,[],ID00006,1,CyberShake,Terminated,0,100000000000,1,435,1,0,0,0.0,5.4375,5.4375,33.08749999999998,18,"['ID00001_0', 'ID00001_1', 'ID00001_2', 'ID00001_3', 'ID00007_0', 'ID00007_1']",0.0,5.4375,5.4375,980.6875
ID00007_0,24,['ID00006'],ID00007,1,CyberShake,Terminated,0,100000000000,1,922,1,0,0,7.1,18.625,11.525,27.0,17,"['ID00000_0', 'ID00000_1', 'ID00000_2', 'ID00000_3']",7.1,18.625,11.525,992.2125
ID00007_1,25,['ID00006'],ID00007,1,CyberShake,Terminated,0,100000000000,1,623,1,0,0,7.1,14.8875,7.7875,30.737499999999955,18,"['ID00000_0', 'ID00000_1', 'ID00000_2', 'ID00000_3']",7.1,14.8875,7.7875,992.2125
ID00008_0,26,[],ID00008,1,CyberShake,Terminated,0,100000000000,1,824,1,0,0,0.0,10.3,10.3,28.225000000000023,16,"['ID00001_0', 'ID00001_1', 'ID00001_2', 'ID00001_3', 'ID00009_0', 'ID00009_1']",0.0,10.3,10.3,982.2125
ID00008_1,27,[],ID00008,1,CyberShake,Terminated,0,100000000000,1,121,1,0,0,0.0,1.5125,1.5125,37.01249999999993,19,"['ID00001_0', 'ID00001_1', 'ID00001_2', 'ID00001_3', 'ID00009_0', 'ID00009_1']",0.0,1.5125,1.5125,982.2125
ID00009_0,28,['ID00008'],ID00009,1,CyberShake,Terminated,0,100000000000,1,800,1,0,0,10.3,20.3,10.0,28.524999999999977,16,"['ID00000_0', 'ID00000_1', 'ID00000_2', 'ID00000_3']",10.3,20.3,10.0,992.2125
ID00009_1,29,['ID00008'],ID00009,1,CyberShake,Terminated,0,100000000000,1,198,1,0,0,10.3,12.775,2.475,36.049999999999955,19,"['ID00000_0', 'ID00000_1', 'ID00000_2', 'ID00000_3']",10.3,12.775,2.475,992.2125
