task_id,Unnamed: 0,parents,job_id,instances_num,task_type,status,start_time,end_time,cpu,memory,duration,submit_time,disk,EST,EFT,MET,LFT,VmId,children,initial_EST,initial_EFT,initial_MET,initial_LFT
ID00000_0,0,"['ID00004', 'ID00009', 'ID00007']",ID00000,1,CyberShake,Terminated,0,100000000000,1,64,1,0,0,26.625,27.425,0.8,39.39999999999998,16,[],19.025,19.825,0.8,1000.0
ID00000_1,1,"['ID00004', 'ID00009', 'ID00007']",ID00000,1,CyberShake,Terminated,0,100000000000,1,602,1,0,0,26.625,34.15,7.525,39.39999999999998,16,[],19.025,26.549999999999997,7.525,1000.0
ID00000_2,2,"['ID00004', 'ID00009', 'ID00007']",ID00000,1,CyberShake,Terminated,0,100000000000,1,876,1,0,0,26.625,37.575,10.95,39.39999999999998,17,[],19.025,29.974999999999998,10.95,1000.0
ID00000_3,3,"['ID00004', 'ID00009', 'ID00007']",ID00000,1,CyberShake,Terminated,0,100000000000,1,0,1,0,0,26.625,26.625,0.0,39.39999999999998,0,[],19.025,19.025,0.0,1000.0
ID00001_0,4,"['ID00006', 'ID00003', 'ID00008']",ID00001,1,CyberShake,Terminated,0,100000000000,1,728,1,0,0,18.2,27.299999999999997,9.1,39.39999999999998,18,[],6.975,16.075,9.1,1000.0
ID00001_1,5,"['ID00006', 'ID00003', 'ID00008']",ID00001,1,CyberShake,Terminated,0,100000000000,1,807,1,0,0,18.2,28.2875,10.0875,39.39999999999998,19,[],6.975,17.0625,10.0875,1000.0
ID00001_2,6,"['ID00006', 'ID00003', 'ID00008']",ID00001,1,CyberShake,Terminated,0,100000000000,1,813,1,0,0,18.2,28.362499999999997,10.1625,39.39999999999998,18,[],6.975,17.1375,10.1625,1000.0
ID00001_3,7,"['ID00006', 'ID00003', 'ID00008']",ID00001,1,CyberShake,Terminated,0,100000000000,1,1,1,0,0,18.2,18.224999999999998,0.025,39.39999999999998,9,[],6.975,6.9875,0.0125,1000.0
ID00002_0,8,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,284,1,0,0,0.0,7.1,7.1,39.39999999999998,10,[],0.0,3.55,3.55,1000.0
ID00002_1,9,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,740,1,0,0,0.0,18.5,18.5,39.39999999999998,11,[],0.0,9.25,9.25,1000.0
ID00002_2,10,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,950,1,0,0,0.0,23.75,23.75,39.39999999999998,10,[],0.0,11.875,11.875,1000.0
ID00002_3,11,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,313,1,0,0,0.0,15.65,15.65,39.39999999999998,1,[],0.0,3.9125,3.9125,1000.0
ID00002_4,12,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,182,1,0,0,0.0,9.1,9.1,39.39999999999998,2,[],0.0,2.275,2.275,1000.0
ID00003_0,13,[],ID00003,1,CyberShake,Terminated,0,100000000000,1,182,1,0,0,0.0,4.55,4.55,34.85000000000002,9,"['ID00001_0', 'ID00001_1', 'ID00001_2', 'ID00001_3', 'ID00004_0', 'ID00004_1']",0.0,2.275,2.275,984.8375
ID00003_1,14,[],ID00003,1,CyberShake,Terminated,0,100000000000,1,728,1,0,0,0.0,18.2,18.2,21.199999999999932,8,"['ID00001_0', 'ID00001_1', 'ID00001_2', 'ID00001_3', 'ID00004_0', 'ID00004_1']",0.0,9.1,9.1,984.8375
ID00004_0,15,['ID00003'],ID00004,1,CyberShake,Terminated,0,100000000000,1,337,1,0,0,18.2,26.625,8.425,30.975000000000023,8,"['ID00000_0', 'ID00000_1', 'ID00000_2', 'ID00000_3']",2.275,6.487500000000001,4.2125,989.05
ID00004_1,16,['ID00003'],ID00004,1,CyberShake,Terminated,0,100000000000,1,64,1,0,0,18.2,19.0,0.8,38.60000000000002,17,"['ID00000_0', 'ID00000_1', 'ID00000_2', 'ID00000_3']",2.275,3.075,0.8,989.05
ID00005_0,17,[],ID00005,1,CyberShake,Terminated,0,100000000000,1,693,1,0,0,0.0,34.65,34.65,39.39999999999998,3,[],0.0,8.6625,8.6625,1000.0
ID00005_1,18,[],ID00005,1,CyberShake,Terminated,0,100000000000,1,877,1,0,0,0.0,10.9625,10.9625,39.39999999999998,19,[],0.0,10.9625,10.9625,1000.0
ID00005_2,19,[],ID00005,1,CyberShake,Terminated,0,100000000000,1,847,1,0,0,0.0,21.175,21.175,39.39999999999998,9,[],0.0,10.5875,10.5875,1000.0
ID00005_3,20,[],ID00005,1,CyberShake,Terminated,0,100000000000,1,481,1,0,0,0.0,12.025,12.025,39.39999999999998,11,[],0.0,6.0125,6.0125,1000.0
ID00005_4,21,[],ID00005,1,CyberShake,Terminated,0,100000000000,1,558,1,0,0,0.0,27.9,27.9,39.39999999999998,2,[],0.0,6.975,6.975,1000.0
ID00006_0,22,[],ID00006,1,CyberShake,Terminated,0,100000000000,1,60,1,0,0,0.0,0.75,0.75,38.64999999999998,19,"['ID00001_0', 'ID00001_1', 'ID00001_2', 'ID00001_3', 'ID00007_0', 'ID00007_1']",0.0,0.75,0.75,981.425
ID00006_1,23,[],ID00006,1,CyberShake,Terminated,0,100000000000,1,807,1,0,0,0.0,10.0875,10.0875,29.3125,18,"['ID00001_0', 'ID00001_1', 'ID00001_2', 'ID00001_3', 'ID00007_0', 'ID00007_1']",0.0,10.0875,10.0875,981.425
ID00007_0,24,['ID00006'],ID00007,1,CyberShake,Terminated,0,100000000000,1,610,1,0,0,10.0875,17.7125,7.625,31.774999999999977,18,"['ID00000_0', 'ID00000_1', 'ID00000_2', 'ID00000_3']",0.75,8.375,7.625,989.05
ID00007_1,25,['ID00006'],ID00007,1,CyberShake,Terminated,0,100000000000,1,602,1,0,0,10.0875,17.6125,7.525,31.875,19,"['ID00000_0', 'ID00000_1', 'ID00000_2', 'ID00000_3']",0.75,8.275,7.525,989.05
ID00008_0,26,[],ID00008,1,CyberShake,Terminated,0,100000000000,1,558,1,0,0,0.0,6.975,6.975,32.424999999999955,17,"['ID00001_0', 'ID00001_1', 'ID00001_2', 'ID00001_3', 'ID00009_0', 'ID00009_1']",0.0,6.975,6.975,977.0
ID00008_1,27,[],ID00008,1,CyberShake,Terminated,0,100000000000,1,813,1,0,0,0.0,10.1625,10.1625,29.237499999999955,16,"['ID00001_0', 'ID00001_1', 'ID00001_2', 'ID00001_3', 'ID00009_0', 'ID00009_1']",0.0,10.1625,10.1625,977.0
ID00009_0,28,['ID00008'],ID00009,1,CyberShake,Terminated,0,100000000000,1,964,1,0,0,10.1625,22.2125,12.05,27.350000000000023,16,"['ID00000_0', 'ID00000_1', 'ID00000_2', 'ID00000_3']",6.975,19.025,12.05,989.05
ID00009_1,29,['ID00008'],ID00009,1,CyberShake,Terminated,0,100000000000,1,876,1,0,0,10.1625,21.112499999999997,10.95,28.449999999999932,17,"['ID00000_0', 'ID00000_1', 'ID00000_2', 'ID00000_3']",6.975,17.924999999999997,10.95,989.05
