task_id,Unnamed: 0,parents,job_id,instances_num,task_type,status,start_time,end_time,cpu,memory,duration,submit_time,disk,EST,EFT,MET,LFT,VmId,children,initial_EST,initial_EFT,initial_MET,initial_LFT
ID00000_0,0,"['ID00004', 'ID00009', 'ID00007']",ID00000,1,CyberShake,Terminated,0,100000000000,1,860,1,0,0,29.825000000000003,40.575,10.75,41.237499999999955,16,[],21.3375,32.0875,10.75,1000.0
ID00000_1,1,"['ID00004', 'ID00009', 'ID00007']",ID00000,1,CyberShake,Terminated,0,100000000000,1,913,1,0,0,29.825000000000003,41.237500000000004,11.4125,41.237499999999955,17,[],21.3375,32.75,11.4125,1000.0
ID00000_2,2,"['ID00004', 'ID00009', 'ID00007']",ID00000,1,CyberShake,Terminated,0,100000000000,1,521,1,0,0,29.825000000000003,36.337500000000006,6.5125,41.237499999999955,18,[],21.3375,27.849999999999998,6.5125,1000.0
ID00000_3,3,"['ID00004', 'ID00009', 'ID00007']",ID00000,1,CyberShake,Terminated,0,100000000000,1,4,1,0,0,29.825000000000003,29.875000000000004,0.05,41.237499999999955,19,[],21.3375,21.3875,0.05,1000.0
ID00001_0,4,"['ID00006', 'ID00003', 'ID00008']",ID00001,1,CyberShake,Terminated,0,100000000000,1,57,1,0,0,15.775,17.2,1.425,41.237499999999955,9,[],10.975,11.6875,0.7125,1000.0
ID00001_1,5,"['ID00006', 'ID00003', 'ID00008']",ID00001,1,CyberShake,Terminated,0,100000000000,1,582,1,0,0,15.775,30.325000000000003,14.55,41.237499999999955,10,[],10.975,18.25,7.275,1000.0
ID00001_2,6,"['ID00006', 'ID00003', 'ID00008']",ID00001,1,CyberShake,Terminated,0,100000000000,1,631,1,0,0,15.775,31.55,15.775,41.237499999999955,11,[],10.975,18.8625,7.8875,1000.0
ID00001_3,7,"['ID00006', 'ID00003', 'ID00008']",ID00001,1,CyberShake,Terminated,0,100000000000,1,1,1,0,0,15.775,15.825000000000001,0.05,41.237499999999955,0,[],10.975,10.987499999999999,0.0125,1000.0
ID00002_0,8,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,499,1,0,0,0.0,24.95,24.95,41.237499999999955,1,[],0.0,6.2375,6.2375,1000.0
ID00002_1,9,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,123,1,0,0,0.0,6.15,6.15,41.237499999999955,2,[],0.0,1.5375,1.5375,1000.0
ID00002_2,10,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,378,1,0,0,0.0,18.9,18.9,41.237499999999955,3,[],0.0,4.725,4.725,1000.0
ID00002_3,11,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,878,1,0,0,0.0,21.95,21.95,41.237499999999955,9,[],0.0,10.975,10.975,1000.0
ID00003_0,12,[],ID00003,1,CyberShake,Terminated,0,100000000000,1,878,1,0,0,0.0,10.975,10.975,30.262499999999932,17,"['ID00001_0', 'ID00001_1', 'ID00001_2', 'ID00001_3', 'ID00004_0', 'ID00004_1']",0.0,10.975,10.975,977.8375
ID00003_1,13,[],ID00003,1,CyberShake,Terminated,0,100000000000,1,57,1,0,0,0.0,0.7125,0.7125,40.52499999999998,18,"['ID00001_0', 'ID00001_1', 'ID00001_2', 'ID00001_3', 'ID00004_0', 'ID00004_1']",0.0,0.7125,0.7125,977.8375
ID00004_0,14,['ID00003'],ID00004,1,CyberShake,Terminated,0,100000000000,1,371,1,0,0,10.975,15.6125,4.6375,36.59999999999991,18,"['ID00000_0', 'ID00000_1', 'ID00000_2', 'ID00000_3']",10.975,15.6125,4.6375,988.5875
ID00004_1,15,['ID00003'],ID00004,1,CyberShake,Terminated,0,100000000000,1,860,1,0,0,10.975,21.725,10.75,30.487499999999955,17,"['ID00000_0', 'ID00000_1', 'ID00000_2', 'ID00000_3']",10.975,21.725,10.75,988.5875
ID00005_0,16,[],ID00005,1,CyberShake,Terminated,0,100000000000,1,446,1,0,0,0.0,22.3,22.3,41.237499999999955,2,[],0.0,5.575,5.575,1000.0
ID00005_1,17,[],ID00005,1,CyberShake,Terminated,0,100000000000,1,424,1,0,0,0.0,5.3,5.3,41.237499999999955,19,[],0.0,5.3,5.3,1000.0
ID00005_2,18,[],ID00005,1,CyberShake,Terminated,0,100000000000,1,228,1,0,0,0.0,11.4,11.4,41.237499999999955,0,[],0.0,2.85,2.85,1000.0
ID00005_3,19,[],ID00005,1,CyberShake,Terminated,0,100000000000,1,577,1,0,0,0.0,7.2125,7.2125,41.237499999999955,16,[],0.0,7.2125,7.2125,1000.0
ID00005_4,20,[],ID00005,1,CyberShake,Terminated,0,100000000000,1,409,1,0,0,0.0,20.45,20.45,41.237499999999955,3,[],0.0,5.1125,5.1125,1000.0
ID00006_0,21,[],ID00006,1,CyberShake,Terminated,0,100000000000,1,868,1,0,0,0.0,10.85,10.85,30.387499999999932,16,"['ID00001_0', 'ID00001_1', 'ID00001_2', 'ID00001_3', 'ID00007_0', 'ID00007_1']",0.0,10.85,10.85,977.175
ID00006_1,22,[],ID00006,1,CyberShake,Terminated,0,100000000000,1,582,1,0,0,0.0,7.275,7.275,33.96249999999998,19,"['ID00001_0', 'ID00001_1', 'ID00001_2', 'ID00001_3', 'ID00007_0', 'ID00007_1']",0.0,7.275,7.275,977.175
ID00007_0,23,['ID00006'],ID00007,1,CyberShake,Terminated,0,100000000000,1,839,1,0,0,10.85,21.3375,10.4875,30.75,19,"['ID00000_0', 'ID00000_1', 'ID00000_2', 'ID00000_3']",10.85,21.3375,10.4875,988.5875
ID00007_1,24,['ID00006'],ID00007,1,CyberShake,Terminated,0,100000000000,1,913,1,0,0,10.85,22.2625,11.4125,29.824999999999932,16,"['ID00000_0', 'ID00000_1', 'ID00000_2', 'ID00000_3']",10.85,22.2625,11.4125,988.5875
ID00008_0,25,[],ID00008,1,CyberShake,Terminated,0,100000000000,1,409,1,0,0,0.0,10.225,10.225,31.012499999999932,9,"['ID00001_0', 'ID00001_1', 'ID00001_2', 'ID00001_3', 'ID00009_0', 'ID00009_1']",0.0,5.1125,5.1125,981.5625
ID00008_1,26,[],ID00008,1,CyberShake,Terminated,0,100000000000,1,631,1,0,0,0.0,15.775,15.775,25.462499999999977,8,"['ID00001_0', 'ID00001_1', 'ID00001_2', 'ID00001_3', 'ID00009_0', 'ID00009_1']",0.0,7.8875,7.8875,981.5625
ID00009_0,27,['ID00008'],ID00009,1,CyberShake,Terminated,0,100000000000,1,562,1,0,0,15.775,29.825000000000003,14.05,27.1875,8,"['ID00000_0', 'ID00000_1', 'ID00000_2', 'ID00000_3']",5.1125,12.1375,7.025,988.5875
ID00009_1,28,['ID00008'],ID00009,1,CyberShake,Terminated,0,100000000000,1,521,1,0,0,15.775,22.2875,6.5125,34.72499999999991,18,"['ID00000_0', 'ID00000_1', 'ID00000_2', 'ID00000_3']",5.1125,11.625,6.5125,988.5875
