task_id,Unnamed: 0,parents,job_id,instances_num,task_type,status,start_time,end_time,cpu,memory,duration,submit_time,disk,EST,EFT,MET,LFT,VmId,children,initial_EST,initial_EFT,initial_MET,initial_LFT
ID00000_0,0,"['ID00004', 'ID00009', 'ID00007']",ID00000,1,CyberShake,Terminated,0,100000000000,1,921,1,0,0,21.924999999999997,33.4375,11.5125,42.612499999999955,16,[],14.625,26.1375,11.5125,1000.0
ID00000_1,1,"['ID00004', 'ID00009', 'ID00007']",ID00000,1,CyberShake,Terminated,0,100000000000,1,38,1,0,0,21.924999999999997,22.4,0.475,42.612499999999955,17,[],14.625,15.1,0.475,1000.0
ID00000_2,2,"['ID00004', 'ID00009', 'ID00007']",ID00000,1,CyberShake,Terminated,0,100000000000,1,265,1,0,0,21.924999999999997,25.237499999999997,3.3125,42.612499999999955,18,[],14.625,17.9375,3.3125,1000.0
ID00000_3,3,"['ID00004', 'ID00009', 'ID00007']",ID00000,1,CyberShake,Terminated,0,100000000000,1,0,1,0,0,21.924999999999997,21.924999999999997,0.0,42.612499999999955,0,[],14.625,14.625,0.0,1000.0
ID00001_0,4,"['ID00006', 'ID00003', 'ID00008']",ID00001,1,CyberShake,Terminated,0,100000000000,1,833,1,0,0,10.6375,31.4625,20.825,42.612499999999955,9,[],10.6375,21.049999999999997,10.4125,1000.0
ID00001_1,5,"['ID00006', 'ID00003', 'ID00008']",ID00001,1,CyberShake,Terminated,0,100000000000,1,782,1,0,0,10.6375,30.1875,19.55,42.612499999999955,10,[],10.6375,20.4125,9.775,1000.0
ID00001_2,6,"['ID00006', 'ID00003', 'ID00008']",ID00001,1,CyberShake,Terminated,0,100000000000,1,484,1,0,0,10.6375,22.737499999999997,12.1,42.612499999999955,11,[],10.6375,16.6875,6.05,1000.0
ID00001_3,7,"['ID00006', 'ID00003', 'ID00008']",ID00001,1,CyberShake,Terminated,0,100000000000,1,1,1,0,0,10.6375,10.6875,0.05,42.612499999999955,1,[],10.6375,10.649999999999999,0.0125,1000.0
ID00002_0,8,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,332,1,0,0,0.0,16.6,16.6,42.612499999999955,2,[],0.0,4.15,4.15,1000.0
ID00002_1,9,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,188,1,0,0,0.0,9.4,9.4,42.612499999999955,3,[],0.0,2.35,2.35,1000.0
ID00002_2,10,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,318,1,0,0,0.0,7.95,7.95,42.612499999999955,8,[],0.0,3.975,3.975,1000.0
ID00002_3,11,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,969,1,0,0,0.0,12.1125,12.1125,42.612499999999955,17,[],0.0,12.1125,12.1125,1000.0
ID00002_4,12,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,598,1,0,0,0.0,7.475,7.475,42.612499999999955,19,[],0.0,7.475,7.475,1000.0
ID00003_0,13,[],ID00003,1,CyberShake,Terminated,0,100000000000,1,598,1,0,0,0.0,7.475,7.475,35.13749999999993,17,"['ID00001_0', 'ID00001_1', 'ID00001_2', 'ID00001_3', 'ID00004_0', 'ID00004_1']",0.0,7.475,7.475,976.9749999999999
ID00003_1,14,[],ID00003,1,CyberShake,Terminated,0,100000000000,1,833,1,0,0,0.0,10.4125,10.4125,32.19999999999993,16,"['ID00001_0', 'ID00001_1', 'ID00001_2', 'ID00001_3', 'ID00004_0', 'ID00004_1']",0.0,10.4125,10.4125,976.9749999999999
ID00004_0,15,['ID00003'],ID00004,1,CyberShake,Terminated,0,100000000000,1,572,1,0,0,10.4125,17.5625,7.15,35.46249999999998,17,"['ID00000_0', 'ID00000_1', 'ID00000_2', 'ID00000_3']",7.475,14.625,7.15,988.4875
ID00004_1,16,['ID00003'],ID00004,1,CyberShake,Terminated,0,100000000000,1,921,1,0,0,10.4125,21.924999999999997,11.5125,31.09999999999991,16,"['ID00000_0', 'ID00000_1', 'ID00000_2', 'ID00000_3']",7.475,18.987499999999997,11.5125,988.4875
