task_id,Unnamed: 0,parents,job_id,instances_num,task_type,status,start_time,end_time,cpu,memory,duration,submit_time,disk,EST,EFT,MET,LFT,VmId,children,initial_EST,initial_EFT,initial_MET,initial_LFT
ID00000_0,0,"['ID00004', 'ID00009', 'ID00007']",ID00000,1,CyberShake,Terminated,0,100000000000,1,152,1,0,0,19.7625,21.662499999999998,1.9,42.0,16,[],15.950000000000001,17.85,1.9,1000.0
ID00000_1,1,"['ID00004', 'ID00009', 'ID00007']",ID00000,1,CyberShake,Terminated,0,100000000000,1,770,1,0,0,19.7625,29.3875,9.625,42.0,17,[],15.950000000000001,25.575000000000003,9.625,1000.0
ID00000_2,2,"['ID00004', 'ID00009', 'ID00007']",ID00000,1,CyberShake,Terminated,0,100000000000,1,1006,1,0,0,19.7625,32.3375,12.575,42.0,18,[],15.950000000000001,28.525,12.575,1000.0
ID00000_3,3,"['ID00004', 'ID00009', 'ID00007']",ID00000,1,CyberShake,Terminated,0,100000000000,1,1,1,0,0,19.7625,19.775,0.0125,42.0,19,[],15.950000000000001,15.9625,0.0125,1000.0
ID00001_0,4,"['ID00006', 'ID00003', 'ID00008']",ID00001,1,CyberShake,Terminated,0,100000000000,1,666,1,0,0,10.1375,26.787499999999998,16.65,42.0,10,[],8.8,17.125,8.325,1000.0
ID00001_1,5,"['ID00006', 'ID00003', 'ID00008']",ID00001,1,CyberShake,Terminated,0,100000000000,1,811,1,0,0,10.1375,20.275,10.1375,42.0,19,[],8.8,18.9375,10.1375,1000.0
ID00001_2,6,"['ID00006', 'ID00003', 'ID00008']",ID00001,1,CyberShake,Terminated,0,100000000000,1,102,1,0,0,10.1375,12.6875,2.55,42.0,11,[],8.8,10.075000000000001,1.275,1000.0
ID00001_3,7,"['ID00006', 'ID00003', 'ID00008']",ID00001,1,CyberShake,Terminated,0,100000000000,1,1,1,0,0,10.1375,10.1875,0.05,42.0,0,[],8.8,8.8125,0.0125,1000.0
ID00002_0,8,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,447,1,0,0,0.0,11.175,11.175,42.0,9,[],0.0,5.5875,5.5875,1000.0
ID00002_1,9,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,304,1,0,0,0.0,15.2,15.2,42.0,1,[],0.0,3.8,3.8,1000.0
ID00002_2,10,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,164,1,0,0,0.0,8.2,8.2,42.0,2,[],0.0,2.05,2.05,1000.0
ID00002_3,11,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,117,1,0,0,0.0,5.85,5.85,42.0,3,[],0.0,1.4625,1.4625,1000.0
ID00002_4,12,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,288,1,0,0,0.0,7.2,7.2,42.0,8,[],0.0,3.6,3.6,1000.0
ID00003_0,13,[],ID00003,1,CyberShake,Terminated,0,100000000000,1,288,1,0,0,0.0,7.2,7.2,34.799999999999955,8,"['ID00001_0', 'ID00001_1', 'ID00001_2', 'ID00001_3', 'ID00004_0', 'ID00004_1']",0.0,3.6,3.6,980.9
ID00003_1,14,[],ID00003,1,CyberShake,Terminated,0,100000000000,1,666,1,0,0,0.0,8.325,8.325,33.674999999999955,19,"['ID00001_0', 'ID00001_1', 'ID00001_2', 'ID00001_3', 'ID00004_0', 'ID00004_1']",0.0,8.325,8.325,980.9
ID00004_0,15,['ID00003'],ID00004,1,CyberShake,Terminated,0,100000000000,1,522,1,0,0,8.325,14.85,6.525,35.47500000000002,19,"['ID00000_0', 'ID00000_1', 'ID00000_2', 'ID00000_3']",3.6,10.125,6.525,987.425
ID00004_1,16,['ID00003'],ID00004,1,CyberShake,Terminated,0,100000000000,1,152,1,0,0,8.325,12.125,3.8,38.200000000000045,8,"['ID00000_0', 'ID00000_1', 'ID00000_2', 'ID00000_3']",3.6,5.5,1.9,987.425
ID00005_0,17,[],ID00005,1,CyberShake,Terminated,0,100000000000,1,17,1,0,0,0.0,0.85,0.85,42.0,3,[],0.0,0.2125,0.2125,1000.0
ID00005_1,18,[],ID00005,1,CyberShake,Terminated,0,100000000000,1,426,1,0,0,0.0,10.65,10.65,42.0,11,[],0.0,5.325,5.325,1000.0
ID00005_2,19,[],ID00005,1,CyberShake,Terminated,0,100000000000,1,488,1,0,0,0.0,6.1,6.1,42.0,16,[],0.0,6.1,6.1,1000.0
ID00005_3,20,[],ID00005,1,CyberShake,Terminated,0,100000000000,1,789,1,0,0,0.0,9.8625,9.8625,42.0,16,[],0.0,9.8625,9.8625,1000.0
ID00005_4,21,[],ID00005,1,CyberShake,Terminated,0,100000000000,1,228,1,0,0,0.0,11.4,11.4,42.0,3,[],0.0,2.85,2.85,1000.0
ID00005_5,22,[],ID00005,1,CyberShake,Terminated,0,100000000000,1,531,1,0,0,0.0,13.275,13.275,42.0,8,[],0.0,6.6375,6.6375,1000.0
ID00005_6,23,[],ID00005,1,CyberShake,Terminated,0,100000000000,1,1009,1,0,0,0.0,12.6125,12.6125,42.0,17,[],0.0,12.6125,12.6125,1000.0
ID00005_7,24,[],ID00005,1,CyberShake,Terminated,0,100000000000,1,345,1,0,0,0.0,17.25,17.25,42.0,2,[],0.0,4.3125,4.3125,1000.0
ID00006_0,25,[],ID00006,1,CyberShake,Terminated,0,100000000000,1,704,1,0,0,0.0,8.8,8.8,33.200000000000045,17,"['ID00001_0', 'ID00001_1', 'ID00001_2', 'ID00001_3', 'ID00007_0', 'ID00007_1']",0.0,8.8,8.8,977.8
ID00006_1,26,[],ID00006,1,CyberShake,Terminated,0,100000000000,1,811,1,0,0,0.0,10.1375,10.1375,31.862499999999955,16,"['ID00001_0', 'ID00001_1', 'ID00001_2', 'ID00001_3', 'ID00007_0', 'ID00007_1']",0.0,10.1375,10.1375,977.8
ID00007_0,27,['ID00006'],ID00007,1,CyberShake,Terminated,0,100000000000,1,572,1,0,0,10.1375,17.2875,7.15,34.85000000000002,17,"['ID00000_0', 'ID00000_1', 'ID00000_2', 'ID00000_3']",8.8,15.950000000000001,7.15,987.425
ID00007_1,28,['ID00006'],ID00007,1,CyberShake,Terminated,0,100000000000,1,770,1,0,0,10.1375,19.7625,9.625,32.375,16,"['ID00000_0', 'ID00000_1', 'ID00000_2', 'ID00000_3']",8.8,18.425,9.625,987.425
ID00008_0,29,[],ID00008,1,CyberShake,Terminated,0,100000000000,1,345,1,0,0,0.0,4.3125,4.3125,37.6875,18,"['ID00001_0', 'ID00001_1', 'ID00001_2', 'ID00001_3', 'ID00009_0', 'ID00009_1']",0.0,4.3125,4.3125,974.8499999999999
ID00008_1,30,[],ID00008,1,CyberShake,Terminated,0,100000000000,1,102,1,0,0,0.0,1.275,1.275,40.72500000000002,19,"['ID00001_0', 'ID00001_1', 'ID00001_2', 'ID00001_3', 'ID00009_0', 'ID00009_1']",0.0,1.275,1.275,974.8499999999999
ID00009_0,31,['ID00008'],ID00009,1,CyberShake,Terminated,0,100000000000,1,245,1,0,0,4.3125,10.4375,6.125,35.875,9,"['ID00000_0', 'ID00000_1', 'ID00000_2', 'ID00000_3']",4.3125,7.375,3.0625,987.425
ID00009_1,32,['ID00008'],ID00009,1,CyberShake,Terminated,0,100000000000,1,1006,1,0,0,4.3125,16.8875,12.575,29.424999999999955,18,"['ID00000_0', 'ID00000_1', 'ID00000_2', 'ID00000_3']",4.3125,16.8875,12.575,987.425
