task_id,Unnamed: 0,parents,job_id,instances_num,task_type,status,start_time,end_time,cpu,memory,duration,submit_time,disk,EST,EFT,MET,LFT,VmId,children,initial_EST,initial_EFT,initial_MET,initial_LFT
ID00000_0,0,"['ID00004', 'ID00009', 'ID00007']",ID00000,1,CyberShake,Terminated,0,100000000000,1,652,1,0,0,20.5,28.65,8.15,37.137500000000045,16,[],20.5,28.65,8.15,1000.0
ID00000_1,1,"['ID00004', 'ID00009', 'ID00007']",ID00000,1,CyberShake,Terminated,0,100000000000,1,318,1,0,0,20.5,24.475,3.975,37.137500000000045,17,[],20.5,24.475,3.975,1000.0
ID00000_2,2,"['ID00004', 'ID00009', 'ID00007']",ID00000,1,CyberShake,Terminated,0,100000000000,1,932,1,0,0,20.5,32.15,11.65,37.137500000000045,18,[],20.5,32.15,11.65,1000.0
ID00000_3,3,"['ID00004', 'ID00009', 'ID00007']",ID00000,1,CyberShake,Terminated,0,100000000000,1,2,1,0,0,20.5,20.55,0.05,37.137500000000045,8,[],20.5,20.525,0.025,1000.0
ID00001_0,4,"['ID00006', 'ID00003', 'ID00008']",ID00001,1,CyberShake,Terminated,0,100000000000,1,374,1,0,0,11.9625,21.3125,9.35,37.137500000000045,9,[],11.9625,16.6375,4.675,1000.0
ID00001_1,5,"['ID00006', 'ID00003', 'ID00008']",ID00001,1,CyberShake,Terminated,0,100000000000,1,667,1,0,0,11.9625,28.637500000000003,16.675,37.137500000000045,10,[],11.9625,20.3,8.3375,1000.0
ID00001_2,6,"['ID00006', 'ID00003', 'ID00008']",ID00001,1,CyberShake,Terminated,0,100000000000,1,434,1,0,0,11.9625,22.8125,10.85,37.137500000000045,11,[],11.9625,17.3875,5.425,1000.0
ID00001_3,7,"['ID00006', 'ID00003', 'ID00008']",ID00001,1,CyberShake,Terminated,0,100000000000,1,3,1,0,0,11.9625,12.1125,0.15,37.137500000000045,0,[],11.9625,12.0,0.0375,1000.0
ID00002_0,8,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,189,1,0,0,0.0,9.45,9.45,37.137500000000045,1,[],0.0,2.3625,2.3625,1000.0
ID00002_1,9,[],ID00002,1,CyberShake,Terminated,0,100000000000,1,957,1,0,0,0.0,11.9625,11.9625,37.137500000000045,19,[],0.0,11.9625,11.9625,1000.0
ID00003_0,10,[],ID00003,1,CyberShake,Terminated,0,100000000000,1,957,1,0,0,0.0,11.9625,11.9625,25.175000000000068,16,"['ID00001_0', 'ID00001_1', 'ID00001_2', 'ID00001_3', 'ID00004_0', 'ID00004_1']",0.0,11.9625,11.9625,979.8125
ID00003_1,11,[],ID00003,1,CyberShake,Terminated,0,100000000000,1,374,1,0,0,0.0,4.675,4.675,32.46250000000009,17,"['ID00001_0', 'ID00001_1', 'ID00001_2', 'ID00001_3', 'ID00004_0', 'ID00004_1']",0.0,4.675,4.675,979.8125
ID00004_0,12,['ID00003'],ID00004,1,CyberShake,Terminated,0,100000000000,1,683,1,0,0,11.9625,20.5,8.5375,28.600000000000023,16,"['ID00000_0', 'ID00000_1', 'ID00000_2', 'ID00000_3']",11.9625,20.5,8.5375,988.35
ID00004_1,13,['ID00003'],ID00004,1,CyberShake,Terminated,0,100000000000,1,652,1,0,0,11.9625,20.1125,8.15,28.987500000000068,17,"['ID00000_0', 'ID00000_1', 'ID00000_2', 'ID00000_3']",11.9625,20.1125,8.15,988.35
ID00005_0,14,[],ID00005,1,CyberShake,Terminated,0,100000000000,1,375,1,0,0,0.0,18.75,18.75,37.137500000000045,2,[],0.0,4.6875,4.6875,1000.0
ID00005_1,15,[],ID00005,1,CyberShake,Terminated,0,100000000000,1,184,1,0,0,0.0,9.2,9.2,37.137500000000045,3,[],0.0,2.3,2.3,1000.0
ID00005_2,16,[],ID00005,1,CyberShake,Terminated,0,100000000000,1,1013,1,0,0,0.0,12.6625,12.6625,37.137500000000045,17,[],0.0,12.6625,12.6625,1000.0
ID00005_3,17,[],ID00005,1,CyberShake,Terminated,0,100000000000,1,644,1,0,0,0.0,16.1,16.1,37.137500000000045,8,[],0.0,8.05,8.05,1000.0
ID00006_0,18,[],ID00006,1,CyberShake,Terminated,0,100000000000,1,71,1,0,0,0.0,1.775,1.775,35.36250000000007,8,"['ID00001_0', 'ID00001_1', 'ID00001_2', 'ID00001_3', 'ID00007_0', 'ID00007_1']",0.0,0.8875,0.8875,983.3000000000001
ID00006_1,19,[],ID00006,1,CyberShake,Terminated,0,100000000000,1,667,1,0,0,0.0,8.3375,8.3375,28.800000000000068,19,"['ID00001_0', 'ID00001_1', 'ID00001_2', 'ID00001_3', 'ID00007_0', 'ID00007_1']",0.0,8.3375,8.3375,983.3000000000001
ID00007_0,20,['ID00006'],ID00007,1,CyberShake,Terminated,0,100000000000,1,404,1,0,0,8.3375,13.3875,5.05,32.08750000000009,19,"['ID00000_0', 'ID00000_1', 'ID00000_2', 'ID00000_3']",0.8875,5.9375,5.05,988.35
